arrival_date;arrival_date_calc;cargo_list;crew_number;forced_arrival;master_name;master_role;parsed_text;passenger_account;publication_day;quarantine;raw_text;ship_flag;ship_name;ship_tons_capacity;ship_tons_unit;ship_type;source_file;travel_departure_port;travel_duration_unit;travel_duration_value
;;N/A:  | N/A:  | N/A:  | N/A:  | N/A:  | N/A: ;;;Sabirat;p.;;;;;De Morón g. Paqueto do Moron. p. Sabirat, 350 cueros 200 paquetes tablillas, 20 caballos leña 61 ar. cora y efectos.;;Paqueto;;;g.;1876_01_01;Morón;;
;;N/A:  | N/A:  | N/A: ;;;Núñez;p.;;;;;De Cibatian g. María del Rosario, p. Núñez, 97 tercios suela. 20 s. maíz y efectos.;;María del Rosario;;;g.;1876_01_01;Cibatian;;
;;N/A:  | N/A:  | N/A: ;;;Núñez;p.;;;;;De Garden g. Ntra. Sra. del Carmen, p. Núñez, 450 c. azúcar. 17 c. cigarros y efectos.;;Ntra. Sra. del Carmen;;;g.;1876_01_01;Garden;;
;;N/A:  | N/A:  | N/A: ;;;Blanco;p.;;;;;De San Cayet-no g. Isabella, p. Blanco, 200 vs. madera, 155 atravesones, 29 s. carbon.;;Isabella;;;g.;1876_01_01;San Cayet-no;;
;;N/A: ;;;Palau;p.;;;;;De B. Honda g. Merced 18, p. Palau, 256 c. azúcar.;;Merced 18;;;g.;1876_01_01;B. Honda;;
;;N/A:  | N/A: ;;;Padilla;p.;;;;;De Bano g. Nnova Concha, p. Padilla, 10000 ladrillos 50 p. l. hierro viejo.;;Nnova Concha;;;g.;1876_01_01;Bano;;
Día 01:;;N/A: ;;;Colomar;pat.;;;;;De Sagua gol. Providencia, pat. Colomar, 1:00 sacos carbon.;;Providencia;;;gol.;1876_01_04;Sagua;;
;;N/A:  | N/A:  | N/A: ;;;Valent;pat.;;;;;De Cárdenas gol. María del Cármen, pat. Valent, 500 sacos, 180 cajas y 40 bococes azúcar.;;María del Cármen;;;gol.;1876_01_04;Cárdenas;;
;;N/A:  | N/A: ;;;Cuervas;pat.;;;;;De Cárdenas gol. Clío, pat. Cuervas, 400 cajas y 400 sacos azúcar.;;Clío;;;gol.;1876_01_04;Cárdenas;;
;;N/A:  | N/A:  | N/A:  | N/A: ;;;Nogueras;pat.;;;;;De Cárdenas gol. Agnila de Oro, pat. Nogueras, 1100 sacos azúcar, 60 sacos carbon do cock, 21 bococes idem vejial, 19 bultes muebles.;;Agnila de Oro;;;gol.;1876_01_04;Cárdenas;;
