arrival_date;arrival_date_calc;cargo_list;crew_number;forced_arrival;master_name;master_role;parsed_text;passenger_account;publication_day;quarantine;raw_text;ship_flag;ship_name;ship_tons_capacity;ship_tons_unit;ship_type;source_file;travel_departure_port;travel_duration_unit;travel_duration_value
Día XX:;;N/A:  | N/A: ;;;Albóniga;cap.;;;;;De Cuba y escalas vap. Avilés, cap. Albóniga: con 289 sacos cocos, 25 sacos cacao y efectos.;;Avilés;;;vap.;1887_01_04;Cuba;;
;;N/A:  | N/A:  | N/A: ;;;Planas;pat.;;;;;Mulata gol. Dolores, pat. Planas: con 100 sacos carbón, 300 varas madera y 300 tendidos hilo maquena.;;Dolores;;;gol.;1887_01_04;;;
Día :;;N/A: ;;;Jerez;pat.;;;;;Yaguajay gol. Trafalgar, pat. Jerez: con 39,673 pies madera.;;Trafalgar;;;gol.;1887_01_04;Yaguajay;;
Día null:;;N/A: ;;;Toneido;pat.;;;;;Morillo gol. Britania, pat. Toneido: con 350 sacos azúcar.;;Britania;;;gol.;1887_01_04;Morillo;;
;;N/A:  | N/A:  | N/A: ;;;Valent;pat.;;;;;Cárdenas gol. Mª del Carmen, pat. Valent: con 785 sacos azúcar, 50 pipas aguardiente y efectos.;;Mª del Carmen;;;gol.;1887_01_04;Cárdenas;;
;;N/A: ;;;Barreras;pat.;;;;;Sierra Morena gol. América, pat. Barreras: con 1,200 sacos carbón.;;América;;;gol.;1887_01_04;;;
;;N/A:  | N/A:  | N/A: ;;;Bombi;cap.;;;;;De Caibarien vap. Alava, cap. Bombi: con 507 tercios tabaco, 1.500 sacos azúcar y efectos.;;Alava;;;vap.;1887_01_05;Caibarien;;
;;;;;Ochoa;cap.;;;;;De Cuba y escalas vap. Ramon Herrera, cap. Ochoa;;Ramon Herrera;;;vap.;1887_01_06;Cuba;;
;;N/A:  | N/A:  | N/A: ;;;Morantes;pat.;;;;;De Mariel gol. Altagracia, pat. Morantes: con 40 bo- coyes azúcar, 85 tercios tabaco y efectos.;;Altagracia;;;gol.;1887_01_08;Mariel;;
;;;;;Gil;pat.;;;;;—Banes gol. Josefa pat. Gil: en lastre.;;Josefa;;;gol.;1887_01_08;Banes;;
;;N/A:  | N/A:  | N/A:  | N/A: ;;;Cuevas;pat.;;;;;—Cárdenas gol. Angélica, pat. Cuevas: con 40 bo-coyes y 200 sacos azúcar, 70 tercios tabaco y efectos.;;Angélica;;;gol.;1887_01_08;Cárdenas;;
;;N/A:  | N/A:  | N/A: ;;;Olaguibel;cap.;;;;;—Sagua vap. Adela, cap. Olaguibel: con 24 pipas aguardiente, 21 tercios tabaco y efectos.;;Adela;;;vap.;1887_01_08;Sagua;;
Día :;;N/A: ;;;Urrutibesa;cap.;;;;;—Caibaríen vap. Clara cap. Urrutibesa: con 368 tercios tabaco.;;Clara;;;vap.;1887_01_08;Caibaríen;;
;;N/A:  | N/A: ;;;Tur;pat.;;;;;"De Saguó. San José, pat. Tur; con 80 sacos carbon y 370 atravesahos.";;San José;;;;1887_01_09;Saguó;;
;;N/A: ;;;Coruñez;pat.;;;;;—Sagua gol. Joséfí Coruñez, pat. Tié: con 800 sacos carbon.;;Joséfí;;;gol.;1887_01_09;Sagua;;
Día :;;N/A: ;;;Orbay;pat.;;;;;—Teja gol. Dos Amigos, pat. Orbay: con 700 sacos carbon.;;Dos Amigos;;;gol.;1887_01_09;;;
;;;;;Riobo;pat.;;;;;—Carahatas gol. 3 Hermanas, pat. Riobo: en lastre.;;3 Hermanas;;;gol.;1887_01_09;;;
Día :;;N/A:  | N/A: ;;;Unibaso;cap.;;;;;—Bahía Honda vap. Bahía Honda, cap. Unibaso: con 279 tercios tabaco y 177 sacos azúcar.;;Bahía Honda;;;vap.;1887_01_09;Bahía Honda;;
Día null:;;N/A: ;;;Toñeri;pat.;;;;;De Granadillo gol. Joven Felipe, pat. Toñeri: con 1,000 sacos carbon.;;Joven Felipe;;;gol.;1887_01_11;Granadillo;;
;;N/A:  | N/A:  | N/A: ;;;Piñeyro;pat.;;;;;Cárdenas gol. Anita, pat. Piñeyro: con 300 sacos carbon, 30 pipas aguardiente y efectos.;;Anita;;;gol.;1887_01_11;Cárdenas;;
Día 01:;;N/A:  | N/A:  | N/A: ;;;Llado;pat.;;;;;Morillo gol. Agustina, pat. Llado: con 570 sacos carbon, 64 tendidos soga y 2 tachos.;;Agustina;;;gol.;1887_01_11;Morillo;;
;;N/A: ;;;Moll;pat.;;;;;Arroyos gol. Lince, pat. Moll: con 700 sacos carbon.;;Lince;;;gol.;1887_01_11;Arroyos;;
;;N/A: ;;;Almanza;pat.;;;;;Teja gol. Dos Sofías, pat. Almanza: con 1,000 sacos carbon.;;Dos Sofías;;;gol.;1887_01_11;;;
;;N/A: ;;;Felic;pat.;;;;;Guanas gol. Especulación, pat. Felic: con 800 caballos leña.;;Especulación;;;gol.;1887_01_11;Guanas;;
;;N/A: ;;;Bernaza;pat.;;;;;Dimas gol. Amable Rosita, pat. Bernaza: con 900 sacos carbon.;;Amable Rosita;;;gol.;1887_01_11;;;
;;N/A: ;;;Fuster;pat.;;;;;Bajas gol. Carmita, patron Fuster: con 900 sacos carbon.;;Carmita;;;gol.;1887_01_11;;;
Día Febrero:;;N/A:  | N/A:  | N/A: ;;;Febrero;cap.;;;;;Dimas vap. José R. Rodríguez, cap. Febrero: con 143 atravesanos, 42 tercios tabaco y efectos.;;José R. Rodríguez;;;vap.;1887_01_11;;;
;;N/A:  | N/A: ;;;Macip;pat.;;;;;Santa Cruz gol. Dos Hermanas, pat. Macip: con 100 sacos y 30 fanegas maíz y efectos.;;Dos Hermanas;;;gol.;1887_01_11;Santa Cruz;;
;;N/A: ;;;Lorenzo;pat.;;;;;Sagua gol. Rosita pat. Lorenzo: con 600 sacos carbon.;;Rosita;;;gol.;1887_01_11;Sagua;;
;;N/A:  | N/A:  | N/A: ;;;Vázquez;pat.;;;;;Gibara gol. Seis Manuelas, pat. Vázquez: con 500 caballos leña, 300 estacas y efectos.;;Seis Manuelas;;;gol.;1887_01_11;Gibara;;
;;;;;Bomb;cap.;;;;;De Caibarien vap. Alava, cap. Bomb: con efectos.;;Alava;;;vap.;1887_01_12;Caibarien;;
;;N/A: ;;;Palmer;pat.;;;;;—Sagua gol. Conchita, pat. Palmer: con 500 sacos azúcar.;;Conchita;;;gol.;1887_01_12;Sagua;;
Día :;;N/A: ;;;Mateu;pat.;;;;;—Bajas gol San Francisco, pat. Mateu: con 800 sacos carbon.;;San Francisco;;;gol.;1887_01_12;Bajas;;
Día XX:;;N/A:  | N/A:  | N/A:  | N/A: ;;;Olaquibel;cap.;;;;;De Saguá vap. Adela, cap. Olaquibel: con 130 tercios tabaco, 80¼ pipas y 40 garrafones aguardiente y efectos.;;Adela;;;vap.;1887_01_14;Saguá;;
Día :;;N/A:  | N/A:  | N/A: ;;;Zaragoza;pat.;;;;;— Cárdenas gol. Isla de Cuba, pat. Zaragoza: con 200 sacos azúcar, 80 pipas aguardiente y efectos.;;Isla de Cuba;;;gol.;1887_01_14;Cárdenas;;
Día 01:;;N/A:  | N/A: ;;;Juan;pat.;;;;;— Cárdenas gol. Esmeralda, pat. Juan: con 132 tercios tabaco y efectos.;;Esmeralda;;;gol.;1887_01_14;Cárdenas;;
;;N/A: ;;;Alemaíy;pet.;;;;;— Cárdenas gol. Joven Pilar, pet. Alemaíy: con 800 barriles azúcar refino.;;Joven Pilar;;;gol.;1887_01_14;Cárdenas;;
Día XX:;;N/A: ;;;Urrutibeasoa;cap.;;;;;De Caibarien vap. Clara, cap. Urrutibeasoa: con 569;;Clara;;;vap.;1887_01_15;Caibarien;;
;;N/A: ;;;Ruiz;pat.;;;;;—Dimas gol. Dos Hermanas, pat. Ruiz: con 800 sacos;;Dimas;;;gol.;1887_01_15;Hermanas;;
;;N/A: ;;;Aguiar;pat.;;;;;—Congojas gol. Júcaro, pat. Aguiar: con 800 sacos;;Júcaro;;;gol.;1887_01_15;;;
