arrival_date;arrival_date_calc;cargo_list;crew_number;forced_arrival;master_name;master_role;parsed_text;passenger_account;publication_day;quarantine;raw_text;ship_flag;ship_name;ship_tons_capacity;ship_tons_unit;ship_type;source_file;travel_departure_port;travel_duration_unit;travel_duration_value
;;;;;Aberasturi;cap.;;;;;cap. Aberasturi, trip. 38, tons. 1,371. con carga;;;;;;1888_01_01;;;
Día 17:;;N/A: ;;;Cosk;cap.;;;;;-Boston en 17 di berg amer. Benjamin Dickerman, cap. Cosk, trip. 10, tons. 412: con carga general á la ó den.;amer.;Benjamin Dickerman;;;berg;1888_01_01;Boston;;
Día 1:;;N/A:  | N/A: ;;;Haulon;cap.;;;;;-Tampa y Cayo Hueso en 1 dias, vap. americano Mascotte, cap. Haulon, trip. 85, tons. 520:;americano;Mascotte;;;vap.;1888_01_01;Tampa y Cayo Hueso;;
Día 20:;;N/A: ;;;Recio;cap.;;;;;-Filadelfia en 20 dias, bea. amer. Alice, cap. Recio, trip. 10, tons. 479: con carbon á L. V. Placé.;amer.;Alice;;;bea.;1888_01_03;Filadelfia;;
;;;;;Mc. Kay;cap.;;;;;Olivette, cap. Mc. Kay, trip. 44, tons. 1,104: en;;Olivette;;;;1888_01_03;;;
Día 3:;03-01-YYYY;;;;Paupe;cap.;;;;;Dia 3 de enero: De Cardiff en 24 dias vap. aleman Etna, cap. Paupe,;aleman;Etna;;;vap.;1888_01_04;Cardiff;;
;;N/A: ;;;Hodg Kison;cap.;;;;;cap. Hodg Kison, trip. 9, tons. 419: con carbon, &;;;;;;1888_01_04;;;
Día 1:;;N/A: ;;;Stevens;cap.;;;;;Dia 1: De Nueva York en 5 dias, vap. amer. Manhattan, capitan Stevens, trip. 39, tons. 1,154: con efectos á;amer.;Manhattan;;;vap.;1888_01_05;Nueva York;;
Día 5:;;N/A:  | N/A: ;;;Backer;cap.;;;;;-Nueva Orleans y escalas en 5 dias vap. americano Hutchinson, cap. Backer, trip. 35, tons. 909:;americano;Hutchinson;;;vap.;1888_01_05;Nueva Orleans;;
Día 1:;;N/A:  | N/A: ;;;Haulon;cap.;;;;;-Tampa y Cayo Hueso en 1 dias, vap. americano Mascotte, cap. Haulon. trip 35, tons. 520:;americano;Mascotte;;;vap.;1888_01_05;Tampa y Cayo Hueso;;
;;N/A: ;;;Baurey;cap.;;;;;Gil on, cap. Baurey, trip. 5, tons. 5, en lastre á;;Gil on;;;;1888_01_05;;;
Dia 5:;;N/A: ;;;Curtis;cap.;;;;;Dia 5: De Nueva York'en 4 dias vap. amer. Saratoga, capitan Curtis, trip. 60, tons. 1,692: con carga general, á Hidalgo y Cp.;amer.;Saratoga;;;vap.;1888_01_06;Nueva York;;
;;N/A: ;;;Rose;cap.;;;;;Spring, cap. Rose, trip. 9, tons. 479: con madera;;Spring;;;;1888_01_06;;;
;;N/A:  | N/A: ;;;Weeks;cap.;;;;;cap. Weeks, trip. 10, tons. 494: con carbon, & L.;;;;;trip.;1888_01_07;;;
Día 16:;;N/A:  | N/A:  | N/A: ;;;Giggs;cap.;;;;;carga generals Hidalgo y Cp. -Filadelfia en 16 dios berg. amer. Onolaska, capltan Giggs, trip. 10, tons. 452: eon carbon y petróleo & G. Sastre.;amer.;Onolaska;;;berg.;1888_01_08;Filadelfia;;
Día 8:;;N/A:  | N/A:  | N/A: ;;;Ugalde;cap.;;;;;Dia 8: De Hamburgo y Amberes en 81 dias, vap. esp. Carorolina, cap. Ugalde, trip. 40, tons. 1,850 , con;esp.;Carorolina;;;vap.;1888_01_10;Hamburgo y Amberes;;
;;N/A: ;;;Larriñaga;cap.;;;;;cap. Larriñaga, trip. 36, tons. 1,331, con carga;;;;;;1888_01_10;;;
Día 9:;;N/A:  | N/A: ;;;Maresma;cap.;;;;;Trujillo en 9 dias. gol. esp. Candor, cap. Maresma, trip. 7. tons. 71, con lastre, & M. Suárez .;esp.;Candor;;;gol.;1888_01_10;Trujillo;;
;;N/A:  | N/A: ;;;Haulon;cap.;;;;;Mascotte, cap. Haulon, trip. 35, tons. 520,  en lastre, & Lawton y Hno.;;Mascotte;;;;1888_01_10;;;
Dia 10:;;N/A: ;;;Desken;cap.;;;;;Dia 10: De Nueva York en 4 dias vap. amer. City of Alexandría, cap. Desken, trip. 56, tons. 1,701: con carga general á Hidalgo y Cp.;amer.;City of Alexandría;;;vap.;1888_01_11;Nueva York;;
Día 4:;;N/A:  | N/A: ;;;Staples;cap.;;;;;Nueva Orleans y escalas en 4 dias, vap. americano Morgan, cap. Staples, trip. 33, tons. 909: con;americano;Morgan;;;vap.;1888_01_11;Nueva Orleans;;
;;;;;Servant;cap.;;;;;Washington. cap. Servant, trip 140, tons. 20*5,;;;;;;1888_01_11;Washington;;
;;;;;Riera;cap.;;;;;Plava Sun Jan gol. 2ª Rosa. cap. Riera: con;;Plava Sun;;;gol.;1888_01_12;;;
Día 11:;;N/A:  | N/A: ;;;Me Ky;cap.;;;;;Dis 11: De Tampa y Cayo Hueso en 11 dias, vap. americano Olive te, cap. Me Ky. trip 52 tons. 1,104:;americano;Olive te;;;vap.;1888_01_12;Tampa y Cayo Hueso;;
;;N/A: ;;;Burrou-;cap.;;;;;cap. Burrou-, trip 57, tons. 2,187: con carga general. á Hidalgo y Cp.;;;;;;1888_01_13;;;
;;N/A:  | N/A: ;;;Reynolds;cap.;;;;;Washington, cap. Reynolds, trip. 55, tons. 1,649:;;;;;;1888_01_13;Washington;;
;;;;;Portuondo;cap.;;;;;Cebú, cap. Portuondo, trip. 106, tons. 2,15x: con;;;;;;1888_01_13;Cebú;;
;;N/A:  | N/A: ;;;Hauloa;cap.;;;;;Mascote, cap. Hauloa, trip 35, tons. 520: 00;;Mascote;;;;1888_01_15;;;
;;N/A: ;;;Nath;cap.;;;;;Rattermann, cap. Nath, trip 12. tons. 605: con;;Rattermann;;;;1888_01_17;;;
Dia 16:;;N/A: ;;;Segovia;cap.;;;;;Dia 16: ve De Cádiz en 16 dias, vap. esp. Cataluña, cap Segovia, trip 121, tons. 3,781: con carga general á;esp.;Cataluña;;;vap.;1888_01_17;Cádiz;;
Día 5:;;N/A: ;;;Backer;cap.;;;;;-Nueva Orleans y escalas en 5 dias vap. americaDO Hutchinson, cap. Backer, trip. 35, tous, 909:con carga general á Lawton y Ho;;americaDO Hutchinson;;;vap.;1888_01_17;Nueva Orleans;;
Día 1:;;N/A: ;;;Mo Key;cap.;;;;;-Tampa y yo Hueso 1 dias, vap. americano Oliveste, cap. Mo Key. trip. 62, tons. 1,104:;americano;Oliveste;;;vap.;1888_01_17;Tampa;;
Día 21:;;;;;Aldecoa;cap.;;;;;-Liverpool y Santander en 21 dias, vap. esp. Navarro cap. Aldecoa, trip 42, ton. 2,514 : con;esp.;Navarro;;;vap.;1888_01_18;Liverpool y Santander;;
;;N/A: ;;;Gardon;cap.;;;;;cap. Gardon, trip. 9, tons. 1,840: con carga general, á M. Calvo y Comp.;;;;;;1888_01_18;;;
Día 18:;;N/A: ;;;Burrows;cap.;;;;;Dia 18: De Matanzas en 6 horas vap. amer. San Marcos, capitan Burrows, trip 60. tons. 2,187: con azúcar de;amer.;San Marcos;;;vap.;1888_01_19;Matanzas;;
;;N/A:  | N/A: ;;;Haulon;cap.;;;;;Mascotte, cap. Haulon, trip. 35, tons. 520: con;;Mascotte;;;;1888_01_19;;;
Día 5:;;N/A: ;;;R ttig;cap.;;;;;-Nueva-York en 5 dias, vap. amer. City of Columbia, cap. R ttig, trip. 42, tons. 1,285: con carga general, á Hidalgo y Comp.;amer.;City of Columbia;;;vap.;1888_01_19;Nueva-York;;
;;N/A: ;;;Hamilton;cap.;;;;;cap. Hamilton, trip. 6, tons. 134: con papas, á;;;;;;1888_01_19;;;
Dia 19:;;;;;García;cap.;;;;;Dia 19: De Nueva York en 4 dias vap. esp. Baldomero Iglesias, capitan García, trip. 56, tons. 1,114: con;esp.;Baldomero Iglesias;;;vap.;1888_01_20;Nueva York;;
;;N/A: ;;;Campbell;cap.;;;;;cap. Campbell, trip. 7, tons. 91: con carga general, á Lawton y Hños;;;;;;1888_01_21;;;
Dia 20:;;N/A: ;;;Stevens;cap.;;;;;Dia 20: De Veracrez y escalas en 5 dias, vap. amer. Manhattan, cap. Stevens, trip. 38, tons. 1,154: con carga general, & Hidalgo y Comp.;amer.;Manhattan;;;vap.;1888_01_21;Veracrez;;
Día 4:;;N/A: ;;;Davidson;cap.;;;;;Panzacola en 4 dias, gol. amer. W. B. Wood, capitan Davidson, trip. 8, tons. 516: con madera, á;amer.;W. B. Wood;;;gol.;1888_01_21;Panzacola;;
Día 21:;;N/A:  | N/A: ;;;Mc Ky;cap.;;;;;Dis 21: De Tampa y Cayo Hueso en 1 dias, vap. americano Olivette, cap. Mc Ky. trip. 52, tons. 1,104:;americano;Olivette;;;vap.;1888_01_22;Tampa y Cayo Hueso;;
Día 9:;;N/A: ;;;J. H Gay;cap.;;;;;-Panzacola en 9 dias, bca. amer Sarah A. Staples, cap. J. H Gay, trip. 10, tons. 412: con maderas, á la órden.;amer;Sarah A. Staples;;;bca.;1888_01_22;Panzacola;;
;;N/A:  | N/A: ;;;Pixjol;cap.;;;;;Osvaldo, cap. Pixjol, trip. 11, tons. 180: con taBajo, á N. Gelats y Comp.;;Osvaldo;;;;1888_01_24;;;
Día 25:;;N/A: ;;;Bulman;cap.;;;;;-Cardiff en 25 dias, vap. ing. Clintonia, cap. Bulman, rrip. 22, tons. 1,297: con carbon, á Bridat,;ing.;Clintonia;;;vap.;1888_01_24;Cardiff;;
;;N/A: ;;;;cap.;;;;;cap. Champion, trip. 8, tons. 554: con carbon y;;Champion;;;trip.;1888_01_24;;;
Día 5:;;;;;Staples;cap.;;;;;-Nueva Orleans y escalas en 5 dias, vap. americano Morgan, cap. Staples, trip. 32, tons. 909: con;americano;Morgan;;;vap.;1888_01_24;Nueva Orleans;;
Día 50:;;N/A:  | N/A: ;;;Martí;cap.;;;;;Gualeguay y Montevideo en 50 dias, berg. español Gustavo, cap. Martí, trip. 13 tons. 239,;español;Gustavo;;;berg.;1888_01_24;Gualeguay y Montevideo;;
Día 3:;;N/A:  | N/A:  | N/A: ;;;Servant;cap.;;;;;-Veracruz en 3 dias, vap. franc. Washington, capitan Servant, trip. 143, tons. 2,085: con carga;franc.;Washington;;;vap.;1888_01_24;Veracruz;;
Dia 23:;;N/A: ;;;Ibatts;cap.;;;;;Dia 23: De Filade fia en 12 dias, gol. amer. Sidney G. Hupper, cap. Ibatts, trip. 10, tons. 926: con carga general, á G. Sastre.;amer.;Sidney G. Hupper;;;gol.;1888_01_25;Filade fia;;
;;N/A:  | N/A: ;;;Cimiano;cap.;;;;;"de Santander, cap. Cimiano, trip. 117, tons. 3869;";;;;;;1888_01_25;Santander;;
;;N/A:  | N/A: ;;;Resalt;cap.;;;;;Villaverde, cap. Resalt, trip. 55, tons. 1,501: con;;Villaverde;;;;1888_01_25;;;
Día 32:;;N/A: ;;;Llorca;cap.;;;;;-Barcelona en 32 dias vap. esp. Pio IX, cap. Llorca, trip. 63, tons. 2658, con carga general á Claudio G. Saens y C;esp.;Pio IX;;;vap.;1888_01_25;Barcelona;;
