arrival_date;arrival_date_calc;cargo_list;master_name;master_role;publication_day;raw_text;ship_flag;ship_name;ship_type;source_file;travel_departure_port
;;N/A: ;López;cap.;;"De Clenfuegos, vapor ""Reina María de los Angeles,"" capitán López, con efectos.";;Reina María de los Angeles;vap.;1914_01_05;Clenfuegos
;;N/A: ;Marantes;patrón;;"De Mariel, goleta ""Pilar,"" patrón Marantes, con 800 sacos azúcar.";;Pilar;goleta;1914_01_05;Mariel
;;;Mas;patrón;;"De Santa Cruz, goleta ""Benita,"" patrón Mas, con efectos.";;Benita;goleta;1914_01_05;Santa Cruz
;;;Sánchez;patrón;;"De Matanzas, goleta ""Blanca,"" patrón Sánchez, con efectos.";;Blanca;goleta;1914_01_05;Matanzas
;;N/A: ;Barolo;patrón;;"De Arroyos, goleta ""Aracelía,"" patrón Barolo, con 600 sacos carbón.";;Aracelía;goleta;1914_01_05;Arroyos
;;N/A: ;Guasch;patrón;;"De Ciego Novillo, goleta ""Hermosa Guanera,"" patrón Guasch, con 800 sacos de carbón.";;Hermosa Guanera;goleta;1914_01_05;Ciego Novillo
;;N/A: ;Alemañ;patrón;;"De Jaruco, goleta ""Pájaro del Mar,"" patrón Alemañ, con efectos.";;Pájaro del Mar;goleta;1914_01_05;Jaruco
;;N/A: ;Abella;patrón;;"De Santa Cruz, goleta ""Enigma,"" patrón Abella, con efectos.";;Enigma;goleta;1914_01_05;Santa Cruz
;;N/A: ;;;;"De Mariel goleta ""Pilar,"" con 300 sacos azúcar.";;Pilar;goleta;1914_01_22;Mariel
;;N/A: ;;;;"De Banes goleta ""San Francisco,"" con 600 sacos azúcar.";;San Francisco;goleta;1914_01_22;Banes
;;N/A: ;;;;"De Ciego Novillo goleta ""Maria Dolores,"" con 1,200 sacos carbón.";;Maria Dolores;goleta;1914_01_22;Ciego Novillo
;;N/A:  | N/A: ;;;;"De Margaritas goleta ""Fellz,"" con 300 sacos carbón y leña.";;Fellz;goleta;1914_01_22;Margaritas
;;N/A: ;;;;"De Cárdenas goleta ""Maria del Carmen,"" con 60 pipas aguardiente.";;Maria del Carmen;goleta;1914_01_22;Cárdenas
;;;;;;"De Arroyos, vapor ""Antolin del Collado,"" con efectos.";;Antolin del Collado;vapor;1914_01_24;Arroyos
;;N/A: ;;;;"De Mariel goleta ""Pilar,"" con 800 sacos azúcar.";;Pilar;goleta;1914_01_24;Mariel
;;N/A: ;;;;"De Banes goleta ""Trinidad,"" con 500 sacos azúcar.";;Trinidad;goleta;1914_01_24;Banes
;;N/A: ;;;;"De Canasi goleta ""Sabás,"" con 400 sacos de azúcar.";;Sabás;goleta;1914_01_24;Canasi
;;N/A: ;;;;"De Canasi goleta ""Benita,"" con 500 sacos de azúcar.";;Benita;goleta;1914_01_24;Canasi
;;N/A: ;;;;"De Dominica goleta ""Gertrudis,"" con 600 sacos de azúcar.";;Gertrudis;goleta;1914_01_24;Dominica
;;N/A: ;;;;"De Cárdenas goleta ""Rosita,"" con 50 pipas aguardiente.";;Rosita;goleta;1914_01_24;Cárdenas
;;N/A: ;;;;"De Matanzas goleta ""María,"" con efectos.";;María;goleta;1914_01_24;Matanzas
;;;;;;"De Caibaríen vapor ""II Alava,"" con efectos.";;II Alava;vapor;1914_01_28;Caibaríen
;;N/A: ;;;;"De Ciénfuegos vapor ""Antinógenes Méndez,"" con efectos.";;Antinógenes Méndez;vapor;1914_01_28;Ciénfuegos
;;N/A: ;;;;"De Mariel goleta ""Pilar,"" con 800 sacos azúcar.";;Pilar;goleta;1914_01_28;Mariel
;;N/A: ;;;;"De Cabañas goleta ""Joven Pilar,"" con 1,000 sacos azúcar.";;Joven Pilar;goleta;1914_01_28;Cabañas
;;N/A: ;;;;"De Ciego Novillo goleta ""Enriqueta,"" con 800 sacos carbón.";;Enriqueta;goleta;1914_01_28;Ciego Novillo
;;N/A: ;;;;"De Bolondrón goleta ""2da. Rosa,"" con 800 sacos carbón.";;2da. Rosa;goleta;1914_01_28;Bolondrón
;;N/A: ;;;;"De Bolondrón goleta ""Maria Torrent,"" con 1,000 sacos carbón.";;Maria Torrent;goleta;1914_01_28;Bolondrón
;;N/A: ;;;;"De Cárdenas goleta ""María del Carmen,"" con 60 pipas aguardiente.";;María del Carmen;goleta;1914_01_28;Cárdenas
;;N/A: ;;;;"De Canasi goleta "":Sabás,"" con 500 sacos azúcar.";;:Sabás,;goleta;1914_01_28;Canasi
;;N/A: ;;;;"De Canasi goleta ""2da. Chávez,"" con 500 sacos azúcar.";;2da. Chávez;goleta;1914_01_28;Canasi
;;N/A: ;;;;"De Canasi goleta ""Inés,"" con azúcar.";;Inés;goleta;1914_01_28;Canasi
;;N/A: ;;;;"De Banes goleta ""San Francisco,"" con 600 sacos de azúcar.";;San Francisco;goleta;1914_01_31;Banes
;;N/A: ;;;;"De Cárdenas goleta ""Crisálida,"" con 60 pipas aguardiente.";;Crisálida;goleta;1914_01_31;Cárdenas
;;;;;;"De Cabañas goleta ""Joven Marcelino,"" en lastre.";;Joven Marcelino;goleta;1914_01_31;Cabañas
;;N/A: ;;;;"De Santa Cruz goleta ""Inesita,"" con efectos.";;Inesita;goleta;1914_01_31;Santa Cruz
;;;;;;"De Carahatas goleta ""Tres Hermanos,"" en lastra.";;Tres Hermanos;goleta;1914_02_03;Carahatas
;;N/A: ;;;;"De Cuba vapor ""Habana,"" con efectos.";;Habana;vapor;1914_02_03;Cuba
;;;;;;"De Santa Cruz goleta ""Benita,"" con efectos.";;Benita;goleta;1914_02_03;Santa Cruz
;;N/A: ;;;;"De Banes goleta ""Trinidad,"" con 500 sacos azúcar.";;Trinidad;goleta;1914_02_03;Banes
;;N/A: ;;;;"De Cabañas goleta ""Maria del Carmen,"" con 500 sacos de azúcar.";;Maria del Carmen;goleta;1914_02_03;Cabañas
;;N/A: ;;;;"De Banes goleta ""Mallorca,"" con 1,000 sacos azúcar.";;Mallorca;goleta;1914_02_03;Banes
;;N/A: ;;;;"De Cárdenas goleta ""Julia,"" con 60 plpas aguardiente.";;Julia;goleta;1914_02_03;Cárdenas
;;;;;;"De Matanzas goleta ""Blanca,"" en las tre.";;Blanca;goleta;1914_02_03;Matanzas
;;N/A: ;;;;"De Clienfuegos vapor ""Antíngenes Méndez,"" con efectos.";;Antíngenes Méndez;vapor;1914_02_04;Clienfuegos
;;N/A: ;;;;"De Arroyos goleta ""La Fe,"" con efectos.";;La Fe;goleta;1914_02_04;Arroyos
;;N/A: ;;;;"De Mariel goleta ""Altagracia,"" con 680 sacos azúcar.";;Altagracia;goleta;1914_02_04;Mariel
;;N/A: ;;;;"De Banes goleta ""San Francisco,"" con 500 sacos azúcar.";;San Francisco;goleta;1914_02_04;Banes
;;N/A: ;;;;"De Cabañas goleta ""Caballo Marino,"" con 900 sacos azúcar.";;Caballo Marino;goleta;1914_02_04;Cabañas
;;N/A: ;;;;"De Ciego Novillo goleta ""Hermosa Quinera,"" con 800 sacos azúcar.";;Hermosa Quinera;goleta;1914_02_04;Ciego Novillo
;;N/A: ;;;;"De Dominica goleta ""Gertrudis,"" con 600 sacos azúcar.";;Gertrudis;goleta;1914_02_04;Dominica
;;;;;;"De Caibarién vapor ""II Alava,"" con";;II Alava;vapor;1914_02_06;Caibarién
;;;;;;"De Arroyos vapor ""Antolín del Collado,""";;Antolín del Collado;vapor;1914_02_06;Arroyos
;;N/A: ;;;;"De Cienfuegos vapor ""Reina de los Angeles,"" con efectos.";;Reina de los Angeles;vapor;1914_02_11;Cienfuegos
;;N/A: ;;;;"De Canasi goleta. ""Inés,"" con 280 sacos de azúcar.";;Inés;goleta.;1914_02_11;Canasi
;;N/A: ;;;;"De Mariel goleta ""Altagracia,"" con 680 sacos de azúcar.";;Altagracia;goleta;1914_02_11;Mariel
;;N/A: ;;;;"De Canasi goleta ""Sabás,"" con 400 sacos de azúcar.";;Sabás;goleta;1914_02_11;Canasi
;;N/A: ;;;;"De Mariel goleta ""Pilar,"" con 680 sacos de azúcar.";;Pilar;goleta;1914_02_11;Mariel
;;N/A: ;;;;"De Banes goleta ""San Francisco,"" con 600 sacos de azúcar.";;San Francisco;goleta;1914_02_11;Banes
;;N/A: ;;;;"De Dominica goleta ""María,"" con 600 sacos de azúcar.";;María;goleta;1914_02_11;Dominica
;;N/A: ;;;;"De Dominica goleta ""Asunción,"" con 600 sacos de azúcar.";;Asunción;goleta;1914_02_11;Dominica
;;N/A: ;;;;"De Bolondrón goleta ""Esmeralda,"" con 1,000 sacos carbón.";;Esmeralda;goleta;1914_02_11;Bolondrón
;;N/A: ;;;;"De Cabañas goleta ""Caballo Marino,"" con 900 sacos de azúcar.";;Caballo Marino;goleta;1914_02_11;Cabañas
;;N/A: ;;;;"De Cabañas goleta ""Joven Pilar,"" con 1,000 sacos de azúcar.";;Joven Pilar;goleta;1914_02_11;Cabañas
;;N/A:  | N/A: ;;;;"De Ciego Novilol goleta ""Emilia,"" con carbón y leña.";;Emilia;goleta;1914_02_11;Ciego Novilol
;;N/A: ;;;;"De Ciego Novilol goleta ""María Dolores,"" con 1,000 sacos carbón.";;María Dolores;goleta;1914_02_11;Ciego Novilol
;;N/A: ;;;;"De Ciego Novilol goleta ""Sofía,"" con 1,000 sacos carbón.";;Sofía;goleta;1914_02_11;Ciego Novilol
;;;;;;"De Caibaríen vapor ""II Alava,"" con efectos.";;II Alava;vapor;1914_02_11;Caibaríen
;;N/A: ;;;;"De Cabañas goleta ""María Carmen,"" con 500 sacos de azúcar.";;María Carmen;goleta;1914_02_11;Cabañas
;;N/A: ;;;;"De Banes goleta ""Trinidad,"" con 500 sacos de azúcar.";;Trinidad;goleta;1914_02_11;Banes
;;N/A: ;;;;"De Matanzas goleta ""Dos Hermanas,"" con efectos.";;Dos Hermanas;goleta;1914_02_11;Matanzas
