arrival_date;arrival_date_calc;cargo_list;crew_number;forced_arrival;master_name;master_role;parsed_text;passenger_account;publication_day;quarantine;raw_text;ship_flag;ship_name;ship_tons_capacity;ship_tons_unit;ship_type;source_file;travel_departure_port;travel_duration_unit;travel_duration_value
Día 18:;;N/A: ;;;Aldalma;cap.;;;;;De Liverpool y escuelas, en 18 días, vap. esp. Alicia, cap. Aldalma, trip. 37, tons. 1.837, con carga, á Deulofeu, hijo y Comp.;esp.;Alicia;;;vap.;1892_01_01;Liverpool;;
Día 75:;;N/A:  | N/A:  | N/A:  | N/A:  | N/A:  | N/A: ;;;Alvy;cap.;;;;;Alicante y Málaga, en 75 días, gol. esp. Pepe Tono, cap. Alvy, trip. 11, tons. 241, con carga, á San Román, Pita y Comp.;esp.;Pepe Tono;;;gol.;1892_01_01;Alicante y Málaga;;
Día 1:;;N/A: ;;;Faval;cap.;;;;;Cayo Hueso, en 1 día, gol. amer. Lone Staa, capitán Faval, trip. 6, tons. 39, con pescado, á M. Sárez.;amer.;Lone Staa;;;gol.;1892_01_01;Cayo Hueso;;
Día 6:;;N/A: ;;;Baker;cap.;;;;;De Nueva Orleans y escuelas. en 6 días, vapor americano Hutchinson, cap. Baker, trip. 34, toneladas 969, con carga, á Lawson y Hnos.;americano;Hutchinson;;;vapor;1892_01_02;Nueva Orleans;;
Día 25:;;N/A: ;;;Chirapoya;cap.;;;;;—Liverpool y escuelas, en 25 días, vap. epp. Gadi-tano, cap. Chirapoya trip. 37, tons. 1,701, con carga, á C. Blanch y Comp.;;Gadi-tano;;;vap.;1892_01_02;Liverpool;;
Día 4:;;N/A: ;;;Brayden;cap.;;;;;De Apalachicola, en 4 días, gol. amer. P. Cooledge, cap. Brayden, trip. 7, tons. 424, con madera, á Moret, González y Coimp.;amer.;P. Cooledge;;;gol.;1892_01_03;Apalachicola;;
Día 8:;;N/A: ;;;Awcock;cap.;;;;;De Nueva-York, en 8 días, vapor inglés Sinthwold, cap. Awcock, trip. 21, tons. 1,204, con carga, á Hidalgo y Comp.;inglés;Sinthwold;;;vapor;1892_01_03;Nueva-York;;
Día 13:;;N/A:  | N/A:  | N/A: ;;;Haulon;cap.;;;;;Tampa y Cayo-Hueso, en 13 días, vapor americano Maccoste, cap. Haulon, trip. 42, tons. 520, en lastre, á Lawton y Hnos.;americano;Maccoste;;;vapor;1892_01_03;Tampa y Cayo-Hueso;;
Día 6:;;N/A: ;;;B. ker;cap.;;;;;De Nueva-Orleans y escalas, en 6 días, vapor americano Hutchinson, cap. B. ker, trip. 34, toneladas 909, con carga, á Lawson y Hnos.;americano;Hutchinson;;;vapor;1892_01_03;Nueva-Orleans;;
;;N/A: ;;;Burley;cap.;;;;;De Nueva-York, Mc amer, Niágara, cap. Burley, trip. 60, tons. 1,667, con carga, á Hidalgo y Cp.;;Niágara;;;Mc;1892_01_05;Nueva-York;;
Día 18:;;N/A: ;;;Fonrodona;cap.;;;;;De La Plata, bea, esp. Antonio Jané, cap. Fonrodona, trip. 18, tons. 859, con tassijo, á Jané y Cp.;esp.;Antonio Jané;;;bea;1892_01_05;La Plata;;
;;N/A: ;;;Manzano;cap.;;;;;Progreso, vivero mejicano San Carlos, cap. Manzano, trip. 5, tons. 20, cen pescado, al Capitán.;;vivero mejicano San Carlos;;;;1892_01_05;Progreso;;
Día 14:;;N/A:  | N/A:  | N/A: ;;;Mc Ray;cap.;;;;;Tampa y Cayo-Hueso, en 14 días, vap. americano Olivette, cap. Mc Ray, trip. 45, tons. 1,104, en lastre, á Lawton y Hnes.;americano;Olivette;;;vap.;1892_01_05;Tampa y Cayo-Hueso;;
;;N/A: ;;;Jaureguiz;cap.;;;;;Santander y escalas, vapor-correo español Alfonso XIII, cap. Jaureguiz, trip. 5, tons. 3.586, con carga, 6 M. Calvo y Comp.;español;Alfonso XIII;;;vapor-correo;1892_01_05;Santander;;
;;N/A: ;;;Llorca;cap.;;;;;Barcelona y escalas, vap. esp. Matíin Saens, capitán Llorca, trip. 57, tons. 2,531, con carga, á Cades, Loychate y Comp.;esp.;Matíin Saens;;;vap.;1892_01_05;Barcelona;;
;;N/A: ;;;Raud;cap.;;;;;Cornwalls, gol. amer. Resolution, cap. Raud, trip. 6, tons. 144, con carga, á Lawton y Hnos.;amer.;Resolution;;;gol.;1892_01_05;Cornwalls;;
;;N/A: ;;;Nouvell;cap.;;;;;Saint Nazaire y escalas, vapor francés Lafaxette, cap. Nouvell, trip. 155, tons. 1,281, con carga, á Bridat, Montros y Camp.;francés;Lafaxette;;;vapor;1892_01_05;Saint Nazaire;;
;;N/A: ;;;Peterson;cap.;;;;;De Hamburgo, vapor alemán India, cap. Peterson, trip. 43, tons. 1,169, con carga, á M. Falk y Cp.;alemán;India;;;vapor;1892_01_06;Hamburgo;;
;;N/A:  | N/A: ;;;Chock;cap.;;;;;De Cornwallis, gol. ing. Bonform, cap. Chock, tripulación 6, tons. 148, con carga, á Lawton y Hu?;ing.;Bonform;;;gol.;1892_01_06;Cornwallis;;
;;N/A: ;;;Baker;cap.;;;;;De Nue va Orleans y escalas, vap. amer. Aransas, cap. Baker, trip. 34, tons. 678, con carga, á Lawton y Hnos.;amer.;Aransas;;;vap.;1892_01_07;Nue va Orleans;;
;;N/A:  | N/A:  | N/A:  | N/A: ;;;Hanlon;cap.;;;;;Tam pa y Cayo-Hueso, vap. amer. Mascotte, capitán Hanlon, trip. 42, tons. 520, en lastre, á Lawton y Hnos.;amer.;Mascotte;;;vap.;1892_01_07;Tam pa y Cayo-Hueso;;
;;N/A: ;;;Alvaréz;cap.;;;;;Cana rias y escuelas, vap. cap. Julia, cap. Alvaréz, trip. 60, tons. 1.126, con carga, á Sobrinos de Herrera.;;cap. Julia;;;vap.;1892_01_07;Cana rias y escuelas;;
;;N/A: ;;;Mc Intosh;cap.;;;;;De Nueva York, vapor americano Orizaba, capitán Mc Intosh, trip. 70, tons. 2381, con carga, á Hidalgo y Cp.;americano;Orizaba;;;vapor;1892_01_08;Nueva York;;
;;N/A:  | N/A: ;;;Cuitis;cap.;;;;;De Veracruz y escuelas, vapor americano City of Aleyandria, capitán Cuitis, trip. 60, tons. 1966, con carga, á Liverpool y escuelas, vapor e.p. Saturnina, capitán C. Loyechata y Cp., trip. 38, tons. 1786, con carga, á Marsella, barca italiana Gasparé, capitán Lauro, trip. 13, tons. 472, con tejas, á la orden;americano;City of Aleyandria;;;vapor;1892_01_08;Veracruz;;
;;;;;Willa;cap.;;;;;De Cádiz, vapor inglés K. Kroves, cap. Willa.;ing.;K. Kroves;;;vapor;1892_01_09;Cádiz;;
;;N/A: ;;;Gorordo;cap.;;;;;—Veracruz y escala, vapor-correo español Alfonso X I, cap. Gorordo, trip. 140, tons. 5,206, con carga, a M. Calvo y Comp.;español;Alfonso X I;;;vapor-correo;1892_01_09;Veracruz;;
;;N/A: ;;;;cap.;;;;;—Mobil, berg. i g. Estelle, cap. ..., trip. 8, tons. 269, con carga, a Moret, González y Cp.;i g.;Estelle;;;berg.;1892_01_09;Mobil;;
;;N/A: ;;;Luzzarraga;cap.;;;;;De Liverpool y escalas, vap. esp. Serra, cap. Luzzarraga, trip. 39, tons. 1.460, con carga, á Deulofeu, hijo y Comp.;esp.;Serra;;;vap.;1892_01_10;Liverpool;;
;;N/A: ;;;Burley;cap.;;;;;—Segua, vap. amer. Niágara, cap. Burley, trip. 60, tons. 1.667, con carga, á Hidalgo y Comp.;amer.;Niágara;;;vap.;1892_01_10;Segua;;
;;;;;Felszgrald;cap.;;;;;—Tampa y Cayo-Hueso, vap. amer. Mascotte, capitán Felszgrald, trip. 42, tons. 520, en lastre, á Lawton y Hnos.;amer.;Mascotte;;;vap.;1892_01_10;Tampa y Cayo-Hueso;;
;;;;;;cap.;;;;;De Baltimore, berg. amer. J. Mc Gregor, capitán;amer.;J. Mc Gregor;;;berg.;1892_01_12;Baltimore;;
;;;;;;;;;;;De Tampa y Cayo-Hueso, vap. amer. Olivette, ca-;amer.;Olivette;;;vap.;1892_01_12;Tampa y Cayo-Hueso;;
;;;;;Leigh;cap.;;;;;—Nueva-York, vap. amer. Saratoga, cap. Leigh-;amer.;Saratoga;;;vap.;1892_01_12;Nueva-York;;
;;;;;Desmore;cap.;;;;;—Coruwalla, gol. ing. Dove, cap. Desmore, tripu-;ing.;Dove;;;gol.;1892_01_12;Coruwalla;;
;;;;;;cap.;;;;;De Fildesia, gol. amer. Addie M. Anderson, capi-;amer.;Addie M. Anderson;;;gol.;1892_01_13;Fildesia;;
;;;;;Sanford;cap.;;;;;—Cornwallis, gol. ing. Harold Bordin, cap. Sanford;ing.;Harold Bordin;;;gol.;1892_01_13;;;
;;;;;Merry;cap.;;;;;—Galveston, gol. amer. M. E. Lynch, cap. Merry,;amer.;M. E. Lynch;;;gol.;1892_01_13;Galveston;;
;;;;;;cap.;;;;;De Montevideo y Pone'e. berg. esp. Pedro Maristany,;esp.;Pedro Maristany;;;berg.;1892_01_13;Montevideo;;
;;N/A:  | N/A: ;;;P14;cap.;;;;;cap. P14, trip. 13, tons. 232, con tasajo & L. Ruiz;;;;;;1892_01_13;;;
;;;;;Ancock;cap.;;;;;De Cabarita, vapor inglés Southwold, cap. Ancock,;inglés;Southwold;;;vapor;1892_01_14;Cabarita;;
;;;;;;;;;;;De Nueva Orleans y escalas, vap. amer. Hutch'neon,;amer.;Hutch'neon;;;vap.;1892_01_14;Nueva Orleans;;
;;N/A: ;;;Baker;cap.;;;;;cap. Baker, trip. 95, tons. 909, con carga, a Law-;;;;;;1892_01_14;;;
;;;;;Bo-;cap.;;;;;—Liverpool y escalas, vap. esp. Pedro, cap. Bo-;esp.;Pedro;;;vap.;1892_01_14;Liverpool;;
;;N/A: ;;;Bach;cap.;;;;;De Liverpool, boa Ing. Selina, cap Bach, trip. 10, tons 318, en lastre, á Grupo.;Ing.;Selina;;;boa;1892_01_15;Liverpool;;
;;N/A: ;;;Allen;cap.;;;;;De Veracruz y escalas, vap. amer. Yucatán, capitán Allen, trip. 70, tons. 2.317, con carga, á Hidalgo y Comp.;amer.;Yucatán;;;vap.;1892_01_15;Veracruz;;
;;N/A: ;;;Leighton;cap.;;;;;Cádiz, vap. amer. Saratoga, cap. Leighton, trip. 70, tons. 1.692, con carga, á Hidalgo y Comp.;amer.;Saratoga;;;vap.;1892_01_15;Cádiz;;
;;;;;Jhon;csp.;;;;;De Filadelfia, gol. an. ver. W. F. Panner, csp. Jhon-;;W. F. Panner;;;gol.;1892_01_16;Filadelfia;;
;;;;;Luzárra;cap.;;;;;De Liverpool, vap. esp. Sant’enderino. cap. Luzárra-;esp.;Sant’enderino;;;vap.;1892_01_16;Liverpool;;
;;;;;;cap.;;;;;De Filadelfia, gol. amer. Pennie J. Bartell, capitán;amer.;Pennie J. Bartell;;;gol.;1892_01_17;Filadelfia;;
;;;;;Tucker;cap.;;;;;Baltimore, berg. amer. Skobelev, cap. Tucker,;amer.;Skobelev;;;berg.;1892_01_17;Baltimore;;
;;;;;Gibson;cap.;;;;;Carnalais, gol. ing. Shenandoch, cap. Gibson,;ing.;Shenandoch;;;gol.;1892_01_17;;;
;;;;;;;;;;;De Cádiz y escalas, vapor-correo esp. Veraeruz, ca-;esp.;Veraeruz;;;vapor-correo;1892_01_17;Cádiz;;
;;N/A: ;;;Niceto;cap.;;;;;De Liverpool y escalas, vap. cap. Niceto, capitán Larrinaga, trip. 39, tons. 1.820, con carga, a Loy-ahste. Saenz y Comp.;;;;;vap.;1892_01_19;Liverpool;;
;;N/A: ;;;Nouv-lión;cap.;;;;;—Veracruz, vapor francés Lafayette, cap. Nouv- lión, trip. 155, tons. 1.281, con carga, a Bridat, Montros y Comp.;francés;Lafayette;;;vapor;1892_01_19;Veracruz;;
;;N/A: ;;;Stowers;cap.;;;;;—Penzacola, gol amier. Clara Leayit, cap. Stowers, trip 8, tons. 433, con carga, a Gómez y Abrew.;amier;Clara Leayit;;;gol;1892_01_19;Penzacola;;
;;;;;Mallet;cap.;;;;;—Port Williams. (N. E.) berg. ing. Mary Ella Mulet, cap. Mallet, trip. 6, tons. 132, con carga, a Barrios y Comp.;ing.;Mary Ella Mulet;;;berg.;1892_01_19;Port Williams;;
;;;;;Mil-;cap.;;;;;De Pasacagola, gol. ing. John S. Parker, cap. Mil-;ing.;John S. Parker;;;gol.;1892_01_20;Pasacagola;;
;;;;;Card.;cap.;;;;;—Nueva York, gol. am. Yolankte, cap. Card. trip.;am.;Yolankte;;;gol.;1892_01_20;Nueva York;;
;;;;;;cap.;;;;;De Nueva York, vap. City of Alexandria, cap.;;City of Alexandria;;;vap.;1892_01_20;Nueva York;;
;;;;;;cap.;;;;;—Nueva Orleans y escalas, vap. am. Aransas, cap.;am.;Aransas;;;vap.;1892_01_20;Nueva Orleans;;
;;;;;Janrogul;cap.;;;;;—Veracruz, vap. eep. Alfonso XII, cap. Janrogul-;;Alfonso XII;;;vap.;1892_01_20;Veracruz;;
;;N/A: ;;;Haullon;cap.;;;;;De Tampa y Cayo-Husso, vap. amer. Mascotte, capitán Haullon, trip. 42, tons. 530, con carga, a Lawton y Hnos.;amer.;Mascotte;;;vap.;1892_01_21;Tampa y Cayo-Husso;;
;;N/A: ;;;Morris;cap.;;;;;—Cornwallis, gta. inglesa Sierra, cap. Morris, trip. 5, tons. 134, con papas, a Lawton y Hnos.;inglesa;Sierra;;;gta.;1892_01_21;;;
;;;;;Hansen;cap.;;;;;De Nueva York, vapor amer. Yumur, cap. Hansen,;amer.;Yumur;;;vapor;1892_01_22;Nueva York;;
;;;;;;cap.;;;;;De Nueva York, barca amer. Carrie E. Long, cap.;amer.;Carrie E. Long;;;barca;1892_01_22;Nueva York;;
;;;;;Cafeiro;cap.;;;;;De Marsella, barco italiana Modestino, cap. Cafeiro,;italiana;Modestino;;;barco;1892_01_23;Marsella;;
;;N/A:  | N/A:  | N/A:  | N/A: ;;;Haulon;cap.;;;;;De Tampa y Cayo-Hueso, vap. amer. Mascotte, capitán Haulon, trip. 42, tons. 520, en lastre, á Lawton y Hnos.;amer.;Mascotte;;;vap.;1892_01_24;Tampa y Cayo-Hueso;;
;;;;;Biera;cap.;;;;;De Buenos Aires, boa. esp. Concepción, cap. Biera,;esp.;Concepción;;;boa.;1892_01_26;Buenos Aires;;
;;N/A: ;;;Cebeda;cap.;;;;;cap. Cebeda. trip. 141, tons. 3,400, con carga, á;;;;;;1892_01_26;;;
;;;;;;;;;;;De Tampa y Cayo-Hueso, vap. amer. Olivette, ca-;amer.;Olivette;;;vap.;1892_01_26;Tampa y Cayo-Hueso;;
;;;;;Burley;cap.;;;;;— Nueva-York, vap. amer. Niágara, cap. Burley,;amer.;Niágara;;;vap.;1892_01_26;Nueva-York;;
;;;;;Mc;cap.;;;;;— Veracruz y escuelas, vap. amer. Orizaba, cap. Mc;amer.;Orizaba;;;vap.;1892_01_26;Veracruz;;
;;N/A: ;;;Carmona;cap.;;;;;De Nueva-York, vapor correo esp. Ciudad Condal, cap. Carmona, trip. 80, tons. 1.230, con carga, a M. Calvo y Comp.;esp.;Ciudad Condal;;;vapor;1892_01_27;Nueva-York;;
;;N/A:  | N/A: ;;;Petersen;cap.;;;;;De Veracruz, vap. alemán India, cap. Petersen, trip. 43. tons. 1,170, con carga, á Martín, Falk y Comp.;alemán;India;;;vap.;1892_01_28;Veracruz;;
;;N/A: ;;;Vorsin;cap.;;;;;— Havre y escalas, vap. franc. Porañagua, capitán Vorsin, trip. 36, tons. 1,665, con carga, á Dusaq y Comp.;franc.;Porañagua;;;vap.;1892_01_28;Havre;;
