arrival_date;arrival_date_calc;cargo_list;crew_number;forced_arrival;master_name;master_role;parsed_text;passenger_account;publication_day;quarantine;raw_text;ship_flag;ship_name;ship_tons_capacity;ship_tons_unit;ship_type;source_file;travel_departure_port;travel_duration_unit;travel_duration_value
Día 2:;;N/A: ;;;Arribi;cap.;;;;;-Cienfuegos, en 2 días, vap. esp. Francisca, capitán Arribi, trip. 37, tons. 1,839, con carga, á;esp.;Francisca;;;vap.;1894_01_02;Cienfuegos;;
Día 19:;;N/A:  | N/A: ;;;Mc Kay;cap.;;;;;Día 19: De Tampa y Cayo-Hueso, en 30 horas, vapor americano Olivette, cap. Mc Kay, trips. 50, tons. 1105,;americano;Olivette;;;vapor;1894_01_02;Tampa y Cayo-Hueso;;
Día 4:;;N/A: ;;;Doмns;cap.;;;;;-Nueva-York, en 4 días, vap. amer. Yucatán, capitán Doмns, trip. 68, tons. 2,317, con carga, á;amer.;Yucatán;;;vap.;1894_01_02;Nueva York;;
Día 2:;;N/A:  | N/A:  | N/A: ;;;Cucenvale;cap.;;;;;Día 2: De Marsella, en 75 días, bea. ital. Marianina Galatola, cap. Cucenvale, trip. 11, tons. 395, á la or;ital.;Marianina Galatola;;;bea.;1894_01_03;Marsella;;
Día 5:;;N/A:  | N/A: ;;;Birney;cap.;;;;;-Nueva-Orleans y escalal, en 5 días, vapor americano Whitney, cap. Birney, trip. 32, tons. 737,;americano;Whitney;;;vapor;1894_01_03;Nueva Orleans;;
;;N/A: ;;;Gorordo;cap.;;;;;esp. Reina María Cristina, cap. Gorordo, tripulantes 127, tons. 2,631, con carga, M. Calvo y;esp.;Reina María Cristina;;;;1894_01_04;;;
Día 25:;;N/A: ;;;Diez;cap.;;;;;-Barcelona y escalas, en 25 días, vap. esp. Catalina, cap. Diez, trip. 53, tons. 478, con carga, á;esp.;Catalina;;;vap.;1894_01_04;Barcelona;;
Día 30:;;;;;Hanlon;cap.;;;;;-Tampa y Cayo-Hueso, en 30 horas, vapor amerieano Mascotte, cap. Hanlon, trip. 44, tons. 520,;amerieano;Mascotte;;;vapor;1894_01_04;Tampa y Cayo-Hueso;;
;;N/A: ;;;Hichoru;cap.;;;;;cap. Hichoru. trip. 9, tons. 471, con madera, á;;;;;;1894_01_05;;;
;;;;;Downs;cap.;;;;;-Nueva-York, vap. amer. Yucatán, cap. Downs.;amer.;Yucatán;;;vap.;1894_01_05;Nueva York;;
;;N/A: ;;;Cramer;cap.;;;;;cap. Cramer, trip. 7, tons. 406, con madera, á;;;;;;1894_01_06;;;
;;;;;Simou;cap.;;;;;Saint Germain, cap. Simou, trip. 147, tons. 1883,;;Saint Germain;;;;1894_01_06;;;
Día 5:;;N/A: ;;;Kermon;cap.;;;;;-Mobila, en 5 días, bea. amer. Asiana, cap. Kermon, trip. 18, tons. 1,185, con madera, al Cónsul.;amer.;Asiana;;;bea.;1894_01_06;Mobila;;
Día 6:;;N/A:  | N/A: ;;;Me Kay;cap.;;;;;Día 6: De Tampa y Cayo-Hueso, en 30 horas, vapor amencano Olivette, cap. Me Kay, trips. 50, tons. 1105,;amencano;Olivette;;;vapor;1894_01_07;Tampa y Cayo-Hueso;;
Día 17:;;;;;Capps;cap.;;;;;-Canning, en 17 ds. gol. ing. Wtilty, cap. Capps,;ing.;Wtilty;;;gol.;1894_01_07;Canning;;
;;;;;Kuhn;cap.;;;;;Wandrahm, cap. Kuhn. trip. 47, tons. 1973, con;;Wandrahm;;;;1894_01_10;;;
;;;;;Ramussen;cap.;;;;;-Cienfuegos y otros, vap. norg. Gyller, cap. Ramussen.;norg.;Gyller;;;vap.;1894_01_10;Cienfuegos;;
Día 10:;;N/A:  | N/A: ;;;Me Kay;cap.;;;;;Día 10: De Tampa y Cayo-Hueso, en 30 horas, vapor americano Olivette, cap. Me Kay, trips. 50, tons. 1105,;americano;Olivette;;;vapor;1894_01_11;Tampa y Cayo-Hueso;;
;;N/A: ;;;Maxson;cap.;;;;;cap. Maxson, trip. 33, tons. 717, con carga,;;;;;;1894_01_11;;;
Día 10:;;N/A: ;;;Hauseu;cap.;;;;;"Día 10: De Matanzas, en 6 horas, vap. amer. Yumurí, capitán Hauseu, trip. 66, tons. 2,332; con carga, á";amer.;Yumurí;;;vap.;1894_01_12;Matanzas;;
;;N/A: ;;;Larrauri;cap.;;;;;cap. Larrauri, trip. 36, tons. 1,571, con carga, á;;;;;;1894_01_12;;;
;;N/A: ;;;Conillard;cap.;;;;;cap. Conillard, trip. 24, tons. 1,064, con carbón,;;;;;;1894_01_12;;;
;;N/A: ;;;Hoffmann;cap.;;;;;cap. Hoffmann, trip. 73, tons. 2.086, con carga, á;;;;;;1894_01_12;;;
;;;;;Vofs;cap.;;;;;Carl W. Bomau, cap. Vofs, trip. 12, tons. 480,;;Carl W. Bomau;;;;1894_01_13;;;
Día 13:;;N/A:  | N/A: ;;;Hanlon;cap.;;;;;Día 13: De Tampa y Cayo-Hueso, en 30 horas, vapor amerieano Mascotte, cap. Hanlon, trip. 44, tons. 520,;amerieano;Mascotte;;;vapor;1894_01_14;Tampa y Cayo-Hueso;;
;;N/A: ;;;Milberry;cap.;;;;;cap. Milberry, trip. 7, tons. 239, con madera,;;;;;;1894_01_14;;;
Día 13:;;N/A: ;;;Creighton;cap.;;;;;-Filadelfia en 13 días, gta. amer. Susie M. Plummer, cap. Creighton, trip. 9, tons. 1424, con carga á la Compañía del Gas.;amer.;Susie M. Plummer;;;gta.;1894_01_16;Filadelfia;;
Día 10:;;N/A: ;;;Mount;cap.;;;;;Panzacola en 10 días, gta. amer. Horace P. Share, cap. Mount, trip. 8, tons. 393, con madera á;amer.;Horace P. Share;;;gta.;1894_01_16;Panzacola;;
Día 13:;;;;;Gordón;cap.;;;;;-Cádiz y escalas, en 13, vapor correo esp. Alfonso XII, cap. Gordón, trip. 129, tons. 3417,;esp.;Alfonso XII;;;vapor;1894_01_16;Cádiz;;
Día 3:;;N/A: ;;;Veazie;cap.;;;;;Halle, cap. Veazie, trip. 8, tons. 362, con madera, á R. Truffin y Comp. -Nueaa-York, en 3 días. vap. amer. Orizaba,;amer.;Orizaba;;;vap.;1894_01_16;Nueva York;;
;;N/A: ;;;Kelíey;cap.;;;;;cap. Kelíey, trip. 10, tons. 1,062, con carbón, á;;;;;;1894_01_16;;;
Día 22:;;N/A:  | N/A: ;;;Aldamiz;cap.;;;;;la Compañía del Gas. -Liverpool y oscalas, en 22 días, vap. amer. Carolina, cap. Aldamiz, trip. 35, tons. 1,350, con;amer.;Carolina;;;vap.;1894_01_16;Liverpool;;
;;N/A: ;;;Anderson;cap.;;;;;cap. Anderson, trip. 24, tons. 1,338, con carga,;;;;;;1894_01_16;;;
Día 30:;;N/A:  | N/A: ;;;Mc Kay;cap.;;;;;-Tampa y Cayo-Hueso, en 30 horas, vapor americano Olivette, cap. Mc Kay, trips. 50, tons. 1105,;americano;Olivette;;;vapor;1894_01_16;Tampa y Cayo-Hueso;;
Día 6:;;N/A: ;;;Sampson;cap.;;;;;-Baltimore, en 6 días, vap. ing. Earnwell, capitán Sampson, trip. 25, tons. 1,305, con carbón,;ing.;Earnwell;;;vap.;1894_01_16;Baltimore;;
Día 4:;;;;;Porden;cap.;;;;;-Mobiia, en 4 días, gol. ing. Harold, cap. Porden,;ing.;Harold;;;gol.;1894_01_16;Mobiia;;
;;;;;Simons;cap.;;;;;Saint Germain, cap. Simons, trip. 143, tons. 1883;;Saint Germain;;;;1894_01_16;;;
Día 5:;;N/A:  | N/A: ;;;Staples;cap.;;;;;padel of For De Nueva-Orleans y escalas, en 5 días, vapor americano Whitney, cap. Staples, trip. 33, tons. 767,;americano;Whitney;;;vapor;1894_01_17;Nueva-Orleans;;
Día 5:;;N/A: ;;;Alemany;cap.;;;;;-Nueva-York, en 5 días, vapor-correo esp. M6xico, cap. Alemany, trip. 69, tons. 1,366, con;esp.;M6xico;;;vapor-correo;1894_01_17;Nueva York;;
;;N/A: ;;;Prowns;cap.;;;;;cap. Prowns, trip. 7, tons. 347, con madera, a;;;;;;1894_01_17;;;
;;N/A: ;;;Kolf;cap.;;;;;Long. cap. Kolf, trip. 10, tons. 521, con carga, á;;Long.;;;;1894_01_17;;;
;;N/A: ;;;Freemen;cap.;;;;;cap. Freemen, trip. 9, tons. 669, con carbón, á;;;;;;1894_01_17;;;
Día 20:;;N/A: ;;;Baker;cap.;;;;;-Canning, (N. E.) en 20 días, gol. ing. Elma, capitán Baker, trip. 6, tons. 298, con papas, á R.;ing.;Elma;;;gol.;1894_01_17;Canning;;
Día 16:;;N/A: ;;;On;cap.;;;;;Dia 16: De Filadelfia, en 25 días, berg. amer. Louise Adelaide, cap. On, trip. 9, tons. 638, con carbón, á;amer.;Louise Adelaide;;;berg.;1894_01_18;Filadelfia;;
Día 21:;;N/A: ;;;Gibson;cap.;;;;;Canning, (N. E.) en 21 días, gol. ing. Shanandvah, cap. Gibson, trip. 6, tons. 198, con papas,;ing.;Shanandvah;;;gol.;1894_01_18;Canning, (N. E.);;
Día 16:;;N/A:  | N/A: ;;;Mitchener;cap.;;;;;-Canning, (N. E.) en 16 días, berg. ing. Preferente, cap. Mitchener, trip. 8, tons. 242, con;ing.;Preferente;;;berg.;1894_01_18;Canning;;
Día 17:;;N/A: ;;;Gorordo;cap.;;;;;Día 17: De Veracruz y escalas, en 2 días, vapor-correo español Reina María Cristina, cap. Gorordo, tripulación 137, tons. 3,633, con carga, á M. Calvo;español;Reina María Cristina;;;vapor-correo;1894_01_18;Veracruz;;
Día 1:;;;;;Hanlon;cap.;;;;;Tampa y Cayo-Hueso, en 30 horas, vapor amerieano Mascotte, cap. Hanlon, trip. 44, tons. 520,;amerieano;Mascotte;;;vapor;1894_01_18;Tampa y Cayo-Hueso;;
Día 4:;;N/A:  | N/A:  | N/A: ;;;Dow;cap.;;;;;Nueva-York, en 4 días, vap. amer. Yucatán, capitán Dow. trip. 70, tons. 2,317, con carga,;amer.;Yucatán;;;vap.;1894_01_18;Nueva-York;;
;;N/A: ;;;Rivera;cap.;;;;;cap. Rivera, trip. 14, tons. 555, con tasajo á Jané y Cp.;;;;;;1894_01_19;;;
Día 18:;;N/A:  | N/A:  | N/A: ;;;Leighton;cap.;;;;;Día 18: De Veracruz y escalas en 4 días, vapor amer. Sarotoga, cap. Leighton, trip. 67, tons. 1973, con;amer.;Sarotoga;;;vapor;1894_01_19;Veracruz;;
;;N/A:  | N/A: ;;;Llorca;cap.;;;;;Antilla, cap. Llorca, trip. 50, tons. 2,212, con;;;;;;1894_01_20;Antilla;;
;;N/A: ;;;Keen;cap.;;;;;Shouther, cap. Keen, trip. 9, tons. 658, con lo848 para aceras. á R. Truffin y Comp.;;Shouther;;;trip.;1894_01_21;;;
Día 13:;;N/A: ;;;Baker;cap.;;;;;-Filadelfia, en 13 días, gol. amer. Monhegan, capiten Baker, trip. 10, tons. 978, con carbón, á L.;amer.;Monhegan;;;gol.;1894_01_21;Filadelfia;;
Día 22:;;;;;Hanlon;cap.;;;;;Día 22: De Tampa y Cayo-Hueso, en 30 horas, vapor americano Mascotte, cap. Hanlon, trip. 44, tons. 520,;americano;Mascotte;;;vapor;1894_01_23;Tampa y Cayo-Hueso;;
Día 23:;;N/A:  | N/A: ;;;Goicoechea;cap.;;;;;Día 23: De Liverpool y escalas, en 30 días, vap. esp. Navarro, cap. Goicoechea, trip. 39, tons. 2,514 , con;esp.;Navarro;;;vap.;1894_01_24;Liverpool;;
;;;;;Kühn;cap.;;;;;Wandraham, cap. Kühn, trip. 47, tons.  1,973,;;Wandraham;;;;1894_01_24;;;
;;;;;Castellá;cap.;;;;;M. L. Villaverde cap. Castellá, trips. 56, tons.;;M. L. Villaverde;;;trips;1894_01_24;;;
;;N/A: ;;;Me Kay;cap.;;;;;cano Olivette, cap. Me Kay, trips. 50, tons. 1105,;;Olivette;;;cano;1894_01_25;;;
Día 9:;;N/A:  | N/A: ;;;Johnson;cap.;;;;;-Filadelfia, en 9 días, frag. amer. City of Filadelfia, cap. Johnson, trip. 20, tons. 1,381, con;amer.;City of Filadelfia;;;frag.;1894_01_25;Filadelfia;;
;;N/A: ;;;Maxson;cap.;;;;;cap. Maxson, trip. 33, tons. 717, con carga, á;;;;;;1894_01_25;;;
Día 4:;;N/A: ;;;Hausen;cap.;;;;;-Nueva-York, en 4 días, vap. amer. Yumurí, capitán Hausen, trip. 66, tons. 2,332, con carga, á;amer.;Yumurí;;;vap.;1894_01_25;Nueva York;;
Día 11:;;N/A:  | N/A: ;;;;trip.;;;;;-Nueva-York, en 11 días, gol. ing. Gepsom Prince, trip. 11, tons. 723, con heno y piedra, á la;ing.;Gepsom Prince;;;gol.;1894_01_25;Nueva York;;
Día 5:;;N/A: ;;;Crowell;cap.;;;;;-Matanzas, en 5 horas, vap. amer. Concho, capitán Crowell, trip. 70, tons. 2,610, con azúcar de;amer.;Concho;;;vap.;1894_01_25;Matanzas;;
Día 20:;;N/A:  | N/A: ;;;Idale;cap.;;;;;Canning, (N. E.) en 20 días. gol. ing. Dove, capitán Idale, trip. 7, tons. 169, con papas, á Lawton y Hnos.;ing.;Dove;;;gol.;1894_01_25;Canning;;
