arrival_date;arrival_date_calc;cargo_list;crew_number;forced_arrival;master_name;master_role;parsed_text;passenger_account;publication_day;quarantine;raw_text;ship_flag;ship_name;ship_tons_capacity;ship_tons_unit;ship_type;source_file;travel_departure_port;travel_duration_unit;travel_duration_value
;;N/A: ;;;Alemany;p.;;;;;De Teja gta. Altagracia, 1. Alemany, con 1000 carbon.;;Altagracia;;;gta.;1884_08_05;Teja;;
;;N/A: ;;;;p.;;;;;De Sagua la Chica gta. Matilde, p. 600 atravesacos de carbon.;;Matilde;;;gta.;1884_08_05;Sagua la Chica;;
;;;;;Planas;p.;;;;;De Rio Blanco gta. Dolores, p. Planas,;;Dolores;;;gta.;1884_08_05;Rio Blanco;;
;;N/A:  | N/A: ;;;Serantes;p.;;;;;De Morrillo gta. Feliz, p. Serantes cur 300 sac. carbon y 300 caballos de leña.;;Feliz;;;gta.;1884_08_05;Morrillo;;
;;N/A: ;;;Puich;p.;;;;;De Sagua gta. Catalina, p. Puich con 1.100 sacos carbon.;;Catalina;;;gta.;1884_08_05;Sagua;;
;;N/A: ;;;Barreras;p.;;;;;De Corralillo gta. 2 Ignacia, p. Barreras con 400 sacos de carbon.;;2 Ignacia;;;gta.;1884_08_05;Corralillo;;
;;N/A:  | N/A: ;;;Romero;cap.;;;;;De Caibarien vap. A lava. cap. Romero, con 954 tercios tabaco, y efectos.;;A lava;;;vap.;1884_08_05;Caibarien;;
;;N/A:  | N/A: ;;;Mare;cap.;;;;;De Cuba y escalas vapor Lola, capitan Mare. una, con 60,000 plátanos, 133 sacos de maiz y efectos.;;Lola;;;vapor;1884_08_05;Cuba;;
Día null:;;N/A:  | N/A: ;;;Villamil;cap.;;;;;De Cuba y escalas vap. Mortera, cap. Villamil: 169 sacos maiz y efectos.;;Mortera;;;vap.;1884_08_06;Cuba;;
;;N/A: ;;;Jofre;patrón;;;;;De la Teja goleta Engracia, patron Jofre: 1200 sacos carbon. nel of opp;;Engracia;;;goleta;1884_08_06;Teja;;
Día Tié:;;N/A:  | N/A:  | N/A:  | N/A: ;;;Tié;p.;;;;;De Sagua gta. Josefa Coruñeza, p. Tié: 400 sacos carbon, 150 caballos leña, 300 varas maderas, 80 arabos.;;Josefa Coruñeza;;;gta.;1884_08_07;Sagua;;
;;N/A: ;;;Pellicer;p.;;;;;De Sagua gta. Pirineo, p Pellicer: 2500 s. carbon.;;Pirineo;;;gta.;1884_08_07;Sagua;;
;;N/A: ;;;Alemany;p.;;;;;De Sagua la Chica gta. Teresita, p. Alemany: 800 sacos carbon.;;Teresita;;;gta.;1884_08_07;Sagua la Chica;;
;;N/A:  | N/A:  | N/A: ;;;Piñeyro;p.;;;;;De Mántua gta. Magdalena, p. Piñeyro: 290 sacos carbon, 185 caballos leña y efectos.;;Magdalena;;;gta.;1884_08_07;Mántua;;
;;N/A:  | N/A:  | N/A: ;;;Ferrer;p.;;;;;De Matanzas g. Vietoria, p. Ferrer: 90 bocoyes, 16 bocoyes y 12 pipas aguardiente.;;Vietoria;;;g.;1884_08_08;Matanzas;;
;;N/A:  | N/A: ;;;Ferrer;p.;;;;;De Jaruco g. Jóven Lola, p. Ferrer: 12,000 losas y 94 sacos maíz.;;Jóven Lola;;;g.;1884_08_08;Jaruco;;
;;N/A:  | N/A: ;;;Herrera;p.;;;;;De Cárdenas g. Tres Teresas, p. Herrera: 300 c. azúcar y 40 paquetes tablillas cedro.;;Tres Teresas;;;g.;1884_08_10;Cárdenas;;
;;N/A: ;;;Pajés;p.;;;;;De Sagua g. Segunda Rosa, p. Pajés: 1000 s. carbon.;;Segunda Rosa;;;g.;1884_08_10;Sagua;;
;;N/A:  | N/A:  | N/A:  | N/A: ;;;Zaragoza;p.;;;;;De Cárdenas g. I-la de Cuba, p. Zaragoza: 100 pipas aguardiente. 200 caballos leña, 3 fardos suela y efectos.;;I-la de Cuba;;;g.;1884_08_10;Cárdenas;;
;;N/A: ;;;Almanza;p.;;;;;De la Teja g. Dos Sofias, p. Almanza: 1000 s. carbon.;;Dos Sofias;;;g.;1884_08_10;Teja;;
;;N/A: ;;;Prats;p.;;;;;De idem g. Jóven Catalina, p. Prats: 800 s. caron;;Jóven Catalina;;;g.;1884_08_10;idem;;
;;N/A:  | N/A:  | N/A:  | N/A: ;;;Ventura;cap.;;;;;De Cuba y escalas vapor Manuelita y María, capitan Ventura: 1,250 sacos azúcar, 177 sacos maiz, 143,000 plátenos y efectos.;;Manuelita y María;;;vapor;1884_08_12;Cuba;;
;;N/A:  | N/A: ;;;Romero;cap.;;;;;De Calbarien vapor Alava, capitan Romero: 679 tercios tabados'y ofectos.;;Alava;;;vapor;1884_08_12;Calbarien;;
;;N/A:  | N/A: ;;;Goya;cap.;;;;;De Cuba y escalas vapor Adela, capitan Goya: 335 tercios tabaco y efectos.;;Adela;;;vapor;1884_08_12;Cuba;;
;;N/A:  | N/A: ;;;Marin;cap.;;;;;De Guanes vapor Guaniguanico, capitan Marin: 1814 tercios tabaco y efectos.;;Guaniguanico;;;vapor;1884_08_12;Guanes;;
;;N/A: ;;;Jorge;p.;;;;;De Sagua gta. Teresita, p. Jorge: 1500, sacos carbon.;;Teresita;;;gta.;1884_08_12;Sagua;;
;;N/A: ;;;Mayans;p.;;;;;De Sagua gta. Deseada, p. Mayans: 400 sacos carbon.;;Deseada;;;gta.;1884_08_12;Sagua;;
;;N/A: ;;;Grandal;p.;;;;;De Jaimanitas gta. Casualidad, p. Grandal: 5,000 ladrillos.;;Casualidad;;;gta.;1884_08_12;Jaimanitas;;
;;N/A:  | N/A: ;;;Valent;p.;;;;;De Cárdenas gta. María del Cármen, p. Valent: 1,000 bamilos azúcar y efectos.;;María del Cármen;;;gta.;1884_08_12;Cárdenas;;
;;N/A:  | N/A: ;;;Macip;p.;;;;;De Santa Cruz gta. Jóven Salvador, p. Macip, con 170 sa os maiz y 54 sacos albejas.;;Jóven Salvador;;;gta.;1884_08_13;Santa Cruz;;
;;N/A:  | N/A:  | N/A: ;;;Alemañy;p.;;;;;"De Teja gta. 2 Amigos; p. Alemañy con 170 cajas de azúcar, 300 sacos carbon y efectos.";;2 Amigos;;;gta.;1884_08_13;Teja;;
;;N/A: ;;;Orbay;p.;;;;;De la Mulata gta. Paquete de Nuevitas, p. Orbay con 800 sacos carbon.;;Paquete de Nuevitas;;;gta.;1884_08_13;Mulata;;
;;N/A: ;;;Pujol;p.;;;;;De Mantus gta. Nuevo Hilario, p. Pujol con 600 sacos. carbon.;;Nuevo Hilario;;;gta.;1884_08_13;Mantus;;
;;N/A:  | N/A: ;;;Salvá;pat.;;;;;De Sierra Morena gta. María Teresa, pat. Salvá: con 1,200 sacos carbon y efectos.;;María Teresa;;;gta.;1884_08_14;Sierra Morena;;
;;N/A: ;;;Pons;pat.;;;;;De Playas de San Juan gta. Desempeño, pat. Pons: con 270 atravesaños.;;Desempeño;;;gta.;1884_08_14;Playas de San Juan;;
Día 13:;;N/A:  | N/A: ;;;Garcia;pat.;;;;;De Jibacoa gta. 13 de Vinarós, pat. Garcia: con 80 fanegas de maiz y 40 cajas azúcar.;;Vinarós;;;gta.;1884_08_14;Jibacoa;;
;;N/A:  | N/A:  | N/A: ;;;Cabres;p.;;;;;De Sierra Morena gta. Union, p. Cabres: 92 hocoyes azúcar, 60 sacos carbon y efectos.;;Union;;;gta.;1884_08_15;Sierra Morena;;
;;N/A:  | N/A:  | N/A: ;;;Vidal;p.;;;;;De Cabañas gta. Caridad, p. Vidal: 65 pipas aguardiente, 74 sacos azúcar y efectos.;;Caridad;;;gta.;1884_08_15;Cabañas;;
;;N/A:  | N/A: ;;;Fonrodona;p.;;;;;De Sagua gta. Panchita, p. Fonrodona: 800 sacos y 1,000 docenas esponjas.;;Panchita;;;gta.;1884_08_15;Sagua;;
;;N/A: ;;;Paz;p.;;;;;De Sagua gta. Rosita, p. Paz: 800 sacos carbon.;;Rosita;;;gta.;1884_08_15;Sagua;;
;;N/A: ;;;Riobo;p.;;;;;De Carahatas g. Tres Hermanas, 'p. Riobo: 130 bocoyes azúcar.;;Tres Hermanas;;;g.;1884_08_17;Carahatas;;
;;N/A:  | N/A:  | N/A: ;;;Prieto;p.;;;;;De Sagua g. Rita, Fortuna, p. Prieto: 800 sacos carbon, 30 caballos soga y efectos.;;Rita, Fortuna;;;g.;1884_08_17;Sagua;;
;;N/A:  | N/A: ;;;Juan;pat.;;;;;De Cabañas g. Esmeralda, patron Juan: 101 cajas azúcar, 60 pipas aguardiente.;;Esmeralda;;;g.;1884_08_17;Cabañas;;
Día 01:;;N/A:  | N/A:  | N/A:  | N/A:  | N/A: ;;;Grandal;pat.;;;;;De Punta Alegre g. Enriqueta, patron Grandal: 200 tercios tabaco, 50 arrobas cera, 38 toros, 500 dnas. esponjas y efectosDe Cuba y escalas vapor Manuela, cap. Ventura: con efectos.;;Enriqueta;;;g.;1884_08_17;Punta Alegre;;
;;N/A: ;;;Borrell;p.;;;;;De Teja gta. Altagracia, p. Borrell, con 1000 sacos de carbon.;;Altagracia;;;gta.;1884_08_19;Teja;;
;;N/A:  | N/A: ;;;Inclan;p.;;;;;De Cabaña gta. Caballo Marino, p. Inclan con 39 tercios de tabaco y 35 pipas de aguardiente.;;Caballo Marino;;;gta.;1884_08_19;Cabaña;;
;;N/A:  | N/A:  | N/A:  | N/A: ;;;Pujol;p.;;;;;De Bajas gta. Carmita, p. Pujol con 60 pipas aguardiente, 40 varas almacijo 24 tercios tabaco y 250 caballos de leña.;;Carmita;;;gta.;1884_08_19;Bajas;;
;;N/A: ;;;Grandal;p.;;;;;De Jaimanitas gta. Casualidad, p. Grandal. con 500 ladrillos.;;Casualidad;;;gta.;1884_08_19;Jaimanitas;;
;;N/A:  | N/A:  | N/A:  | N/A: ;;;Mireles;p.;;;;;De Sierra Morena gta. Enriqueta, p. Mireles con 3,000 camones coche, 400 saces carbon, 300 rayos de coche, 150 de carreta y carretones.;;Enriqueta;;;gta.;1884_08_19;Sierra Morena;;
;;N/A:  | N/A:  | N/A: ;;;Torres;p.;;;;;De Cabañas gta. Masía del Carmen, p. Torres con 30 pipas aguardiente, 100 bocoyes vacíos y 1 moviliario usado.;;Masía del Carmen;;;gta.;1884_08_19;Cabañas;;
;;N/A: ;;;Lopez;p.;;;;;De Sagua la Chica gta. Amado Antonio, p. Lopez con 13,500 tejas.;;Amado Antonio;;;gta.;1884_08_19;Sagua la Chica;;
;;N/A:  | N/A:  | N/A: ;;;Pujol;p.;;;;;De Jaruco gta. Golondrina, p. Pujol con 300 caballos de leña. 2 sacos limones 7 sacos de miraguano.;;Golondrina;;;gta.;1884_08_19;Jaruco;;
;;N/A:  | N/A: ;;;Romero;cap.;;;;;De Caibarien vap. Alava. cap. Romero con 799 tercios tabaco y efectos.;;Alava;;;vap.;1884_08_19;Caibarien;;
;;N/A:  | N/A:  | N/A: ;;;Maresma;cap.;;;;;De Cuba y escalas, vapor Lola, cap. Maresma, 300 tercios tabaco, 117 sacos maiz y efectos.;;Lola;;;vap.;1884_08_20;Cuba;;
;;N/A:  | N/A:  | N/A:  | N/A: ;;;Alboriga;cap.;;;;;De Cuba y escalas vap. Avilés, cap. Alboriga: 92 tercios tabaco, 20 sacos maiz, 20 pacas guano y efectos.;;Avilés;;;vap.;1884_08_21;Cuba;;
Día XX:;;N/A:  | N/A:  | N/A: ;;;Goya;cap.;;;;;De Sagua vap. Adela, cap. Goya: 135 tercios tabaco, 32 pipas aguardiente y efectos.;;Adela;;;vap.;1884_08_21;Sagua;;
Día null:;;N/A: ;;;García;pat.;;;;;De la Teja gol. Leonarda, pat. García: 700 sacos carbon.;;Leonarda;;;gol.;1884_08_21;la Teja;;
;;N/A:  | N/A: ;;;Ferrer;pat.;;;;;De Mantua gol. Mercedita, pat. Ferrer: 800 sacos carbon, 40 tercios tabaco.;;Mercedita;;;gol.;1884_08_21;Mantua;;
;;N/A:  | N/A: ;;;Colomar;pat.;;;;;De Canasi gol. Flor de Cárdenas. pat. Colomar: 350 cajas azúcar y efectos.;;Flor de Cárdenas.;;;gol.;1884_08_21;Canasi;;
