arrival_date;arrival_date_calc;cargo_list;crew_number;forced_arrival;master_name;master_role;parsed_text;passenger_account;publication_day;quarantine;raw_text;ship_flag;ship_name;ship_tons_capacity;ship_tons_unit;ship_type;source_file;travel_departure_port;travel_duration_unit;travel_duration_value
Día 15:;;N/A:  | N/A:  | N/A: ;;;Clark;cap.;;;;;De Scarsport en 15 días berg am. Isaac Carter, cap. Clark, ton. 196, con envasos, á D. S. O. F.undam y comp.;am.;Isaac Carter;;;berg;1852_01_01;Scarsport;;
Día 18:;;N/A: ;;;Porton do;cap.;;;;;De Liverpool en 18 días berg esp. Historia, cap. Porton do, ton. 124, con mercadería, a los Sres. Clarke y con p.;esp.;Historia;;;berg;1852_01_01;Liverpool;;
Día 20:;;N/A: ;;;Blake;cap.;;;;;De Portland en 20 días berg am. William H. Spear, capit. Blake, ton. 528, con envasos, a los Sres. Uriaci, P. y comp.;am.;William H. Spear;;;berg;1852_01_01;Portland;;
Día 10:;;N/A:  | N/A: ;;;Sandomark;cap.;;;;;Le New Port en 10 días frag. esp. Louis, cap. Sandomark, ton. 371, en caderas, á D. A. K. K. y comp.;esp.;Louis;;;frag.;1852_01_01;Le New Port;;
Día 15:;02-02-XXXX;N/A: ;;;Caste;cap.;;;18-01-XXXX;;Enero 18.—De Boston en 15 dias frag. am. Edwin Johnson, cap. Caste, ton. 200, con mercancías, a los Sres. Drake, II y comp.;am.;Edwin Johnson;;;frag.;1852_01_02;Boston;;
Día 75:;;N/A: ;;;Thomas;cap.;;;;;De Buenos Aires en 75 dias berg. franc. Candeibera, capitán Thomas, ton. 190, con tajaju, a los Sres. Saint y comp.;franc.;Candeibera;;;berg.;1852_01_02;Buenos Aires;;
Día 66:;;N/A: ;;;Broth;cp.;;;;;De Buenos Aires en 66 dias gl. ing. John Murray, cp. Broth, ton. 143, con tajaju, a los Sres. S. comp.;ing.;John Murray;;;gl.;1852_01_02;Buenos Aires;;
Día 65:;;N/A: ;;;Mercedes;cap.;;;;;De Buenos Aires y Matanzas en 65 dias frag. cap. Mercedes, cap. Oliver, ton. 230, con tajaju, a los Sres. Ricart, II y Cía.;;;;;frag.;1852_01_02;Buenos Aires y Matanzas;;
Día 1:;;N/A: ;;;Sawyer;cap.;;;;;De San Cayetano en 1 día frag. am. Cuba, cap. Sawyer, ton 100, con mineral de cobre, a los Sres. Drake, H. y comp.;am.;Cuba;;;frag.;1852_01_03;San Cayetano;;
Día 3:;;N/A: ;;;Magri;cap.;;;;;De San José de Sinaí berg esp. Matilde, cap. Magri, ton. 134, con efectos, a los tres harmonys comp.— Pausg 1.;esp.;Matilde;;;berg;1852_01_03;San José de Sinaí;;
Día 70:;;N/A: ;;;Meyer;cap.;;;;;De Amsterdam en 70 días berg, hot. Snelheid, cap. Meyer, ton, 165, con viveres a D. H. Lottmann.;;Snelheid;;;berg;1852_01_03;Amsterdam;;
Día 54:;;N/A: ;;;Taylor;cap.;;;;;De New-Cas le en 54 días berg ing Maxwell, cap. Taylor, ton. 308, con carbón, a los Sres. Crawford y E. charte.;ing;Maxwell;;;berg;1852_01_03;New-Cas;;
Día 62:;;N/A: ;;;Bredvick;cap.;;;;;De New-Castle en 62 días frag. ing. era Arindne, cap. Bredvick, ton 345, con carbón, a los Sres. Crawford y Echarte.;ing.;Arindne;;;frag.;1852_01_03;New-Castle;;
Día 7:;;;;;Smith;cap.;;;;;De New Orleans en 7 dias berg. un.  2. Soulé, cap. Smith;;un.;;;berg.;1852_01_04;New Orleans;;
Día 7:;;;;;Ruiz;cap.;;;;;De Veracruz en 7 dias gol. esp. Flor de Llanes, cap. Ruiz;esp.;Flor de Llanes;;;gol.;1852_01_04;Veracruz;;
Día 23:;;N/A: ;;;Herrymann;cap.;;;;;De Frankfort en 23 dias berg. am. Henry Mathews, capit. Herrymann, ton. 249 con envases, a los Sres. Morison, D. y Cª;am.;Henry Mathews;;;berg.;1852_01_06;Frankfort;;
Día 10:;10-01-XXXX;N/A: ;;;Mossman;cap.;;;05-01-XXXX;;Enero 5—De Mobile en 5 dias berg. am. E. W. Denton, cap. Mossman ton. 142, con maderas, a los Sres. Roig, S. y comp.;am.;E. W. Denton;;;berg.;1852_01_06;Mobile;;
Día 18:;;N/A: ;;;Elliot;cap.;;;;;De Portland en 18 dias frag. am. Old Fellow, capit. Elliot, ton. 233, con maderas, a D. S. U. Burnham y comp.;am.;Old Fellow;;;frag.;1852_01_06;Portland;;
Día 60:;;N/A: ;;;Prats;oap.;;;;;De Mallorca en 60 dins pol. esp. Concha, oap. Prats, tonel.;esp.;Concha;;;pol.;1852_01_11;Mallorca;;
Día 6:;;;;;capitan;cap.;;;;;De New-Orléans en 6 días frag. am. J. F. Hathorn, capitan;am.;J. F. Hathorn;;;frag.;1852_01_13;New-Orléans;;
;;N/A: ;;;Gabrera;cap.;;;;;pol. cap. Amalia, esp. Gabrera, ton. 57, con frutos, á D. G.;esp.;Amalia;;;pol.;1852_01_13;;;
Día 6:;;N/A:  | N/A: ;;;Porter;cap.;;;;;"De Otago en 6 dias vapor am. Georgia; cap. Porter, ton. 3000, en lastre, á los Sres. Drake, H. y comp.—Pasag. $25— Saló hasta á las 12 para New-York.";am.;Georgia;;;vapor;1852_01_14;Otago;;
Día 42:;;;;;Hermo;cap.;;;;;Enero 14—De Barcelona en 42 dias frag. cap. Hermo en Bais-;;;;;frag.;1852_01_15;Barcelona;;
Día 18:;;;;;Meyers;cap.;;;;;Do New-York en 18 dias berg. amer. Edgar, cap. Meyers,;amer.;Edgar;;;berg.;1852_01_15;New-York;;
Día 31:;;N/A: ;;;Gage;cap.;;;;;De Bath en 31 dias berg. am. Mary Jane, cap. Gage, ton.;am.;Mary Jane;;;berg.;1852_01_15;Bath;;
Día 13:;;;;;;cap.;;;;;Enero 15—Do New-York en 13 dias frag. am. Parody, cap.;am.;Parody;;;frag.;1852_01_16;New-York;;
Día 20:;;;;;Dutton;cap.;;;;;De Bath en 20 dias gol. am. Syam, cap. Dutton, ton. 149,;am.;Syam;;;gol.;1852_01_16;Bath;;
