arrival_date;arrival_date_calc;cargo_list;crew_number;forced_arrival;master_name;master_role;parsed_text;passenger_account;publication_day;quarantine;raw_text;ship_flag;ship_name;ship_tons_capacity;ship_tons_unit;ship_type;source_file;travel_departure_port;travel_duration_unit;travel_duration_value
Dia 10:;;N/A:  | N/A: ;;;Domeritt;cap.;;;;;Dia 10: De Cayo Hueso en 1 dia vivero amer. Florida, cap. Domeritt, tons. 35, trip. 7, con pescado vivo y en hielo,;amer.;Florida;;;vivero;1881_01_12;Cayo Hueso;;
Día 29:;;N/A: ;;;Baker;cap.;;;;;Clinton, cap. Baker, tons. 1,187, trip. 29, con efectos,;;;;;;1881_01_12;;;
Día 4:;;N/A:  | N/A:  | N/A:  | N/A: ;;;Sundborg;cap.;;;;;-New York en 4 dias rap. amer. Newport, cap. Sundborg, tons. 2,735, trip. 69, con efectos, & Mo Kellar,;amer.;Newport;;;rap.;1881_01_12;New York;;
Día 13:;;N/A:  | N/A:  | N/A:  | N/A: ;;;Maria faria;cap.;;;;;Dia 13. Do Caro Hueso en 1 dia vivero cap. Maria faria: Matilde, caplían Hernandez, tons. 30, trip. 3, en lastre, & M.;;Matilde;;;;1881_01_14;Caro Hueso;;
Día 17:;;;;;;cap.;;;;;-Baltimore en 17 dias gol. amer. Belle Hooper, cap.;amer.;Belle Hooper;;;gol.;1881_01_16;Baltimore;;
;;N/A: ;;;Ventura;cap.;;;;;"esp. Manuelita y Maria, cap. Ventura, tons. 799;";esp.;Manuelita y Maria;;;;1881_01_18;;;
Dia 16:;;N/A:  | N/A:  | N/A:  | N/A: ;;;Patiño;cap.;;;;;Dia 16: -Sevilla y Santiago de Cuba en 10 dias del sogando berg. esp. Galileo, cap. Patiño, tons. 221, trip. 10, con frutos, & Marzan Hnos.;esp.;Galileo;;;berg.;1881_01_18;Sevilla y Santiago de Cuba;;
Día 4:;;N/A:  | N/A: ;;;Staples;cap.;;;;;. -New Orleans y Cayo Hueso en 4 dias vapor americane Morgan, cap. Staples, tons. $94, tríp. 21, con;americane;Morgan;;;vapor;1881_01_18;New Orleans;;
;;;;;Deaken;cap.;;;;;Alexandria. cap. Deaken, tons. 2,480, trip. 55, con;;;;;tons.;1881_01_18;Alexandria;;
Día 3:;;;;;Maresma;cap.;;;;;-Trujillo en 3 dias vap. esp. Habanero, cap. Maresma,;esp.;Habanero;;;vap.;1881_01_18;Trujillo;;
;;;;;Mata;cap.;;;;;"Ciudad Condal; cap. Mata, tons. 1,716, trip. 98, con";;;;;;1881_01_19;Ciudad Condal;;
Día 24:;;N/A: ;;;Cooksey;cap.;;;;;-Panzacola S Cavo Eneso en 24 dias van, amer. Admira, cap. Cooksey, tons. 508, trip. 25, en lastre, á;;Admira;;;amer.;1881_01_19;Panzacola;;
;;N/A:  | N/A:  | N/A:  | N/A: ;;;Parson;cap.;;;;;Hidalgo y C-Pasajeros 13 para ésta y 11 de tránsito. Baltimore en 9 dias goleta americana Chas Morford, capitan Parson tons. 363, trip. 9, con touelería y carbon de piedra, & Lyles y Gilson. Halifax en 2 dias berg. inglés Woodcok, capitan Mattson, tons. 134, trip. 8, cou bacalao y maderas, á Lawton Hermanos.;americana;Chas Morford;;;goleta;1881_01_21;Baltimore;;
Día 72:;;N/A: ;;;Patten;cap.;;;;;-Now-Castle en 72 dias berg. amer. Woodland, capltan Patten, tons. 433, trip. 10, con carbon de piedra,;amer.;Woodland;;;berg.;1881_01_22;Now-Castle;;
Dia 21:;;N/A: ;;;Hill;cap.;;;;;Dia 21: De Indianola en 4 dias vap. americano Wm. G. .Hewes, • cap. Hill, tons 1,117, trip. 24, con 501 reses vacunas,;americano;Wm. G. .Hewes;;;vap.;1881_01_23;Indianola;;
Día 8:;;N/A:  | N/A:  | N/A: ;;;Perez;cap.;;;;;Rum-Cay en 8 dias barca cap. Nuova Apolo, capitan Perez, tons. 351, trip. 10, con sal & granel, & C.;;Nuova Apolo;;;barca;1881_01_23;Rum-Cay;;
;;N/A: ;;;Piñeiro;cap.;;;;;Vencedor, cap. Piñeiro, tons. 133, trip. 8, con frutos,;;Vencedor;;;;1881_01_25;;;
Día 62:;;N/A: ;;;Saffo;cap.;;;;;sebo, & M. Calvo y Cp.-Pajs. 7. - Montevideo y Pto-Rico en 62 dias berg. cap.Saffo;;M. Calvo y Cp.;;;berg.;1881_01_25;Montevideo;;
;;N/A: ;;;Arimon;cap.;;;;;cap. Arimon, tons. 159, trip. 9, con habichuelas, á;;;;;;1881_01_25;;;
;;N/A:  | N/A: ;;;Vaca;cap.;;;;;"eap. Mortora, cap. Vaca. tons. 848, trip. 43, con café y tabaco; á R. deHerrera.-Pajs. 5.";;Mortora;;;eap.;1881_01_25;;;
Día 1:;;;;;Morgan;cap.;;;;;-Nuevitas en 1 dias vap. amer. Gussie, cap. Morgan,;amer.;Gussie;;;vap.;1881_01_25;Nuevitas;;
;;N/A:  | N/A:  | N/A: ;;;Deus;cap.;;;;;cap. Deus, tons. 38, trip. 4, on lastre, á la órden.;;;;;;1881_01_25;;;
Día 5:;;;;;;cap.;;;;;-St. Thomas y escalas on 5 dias vap. ing. Tiber, cap.;ing.;Tiber;;;vap.;1881_01_25;St. Thomas;;
Día 9:;;N/A: ;;;Resa y Cármen;cap.;;;;;Horton, tons. 973, trip. 64, con efectos. & G. R. Ruthvon. Pajs. 21 para esta y nueve de tránsito. -Progreso en 9 dlas bca. cap. Resa y Cármen, capitan;;Horton;;;bca.;1881_01_25;Progreso;;
Día 52:;;N/A:  | N/A:  | N/A:  | N/A:  | N/A: ;;;Suau;cap.;;;;;Avendaño y Cp. -Palma de Mallorca y Ponce en 52 dias bca. esp. Maria, cap. Suau, tons. 270. trip. 14, con frutos, à Gassol, Avendaño y Cp.-Pais. 4.;esp.;Maria;;;bca.;1881_01_25;Palma de Mallorca;;
;;N/A: ;;;Vidal;cap.;;;;;cap. Vidal, tons. 230, trip. 14, con frutos, á Gassol,;;;;;;1881_01_25;;;
Día 4:;;N/A: ;;;Baker;cap.;;;;;Hidalgo y Cp.—l'ajs. 7.` --Now Orleans y Caro Hueso en 4 dias vap. am. Clin• ton, cap. Baker, tons. 1,187, trip. 30. con efectos, á;am.;Clinton;;;vap.;1881_01_25;Now Orleans y Caro Hueso;;
Día 3:;;;;;;cap.;;;;;-Veracruz en 3 dias vap. francés Ville de Brest, cap.;francés;Ville de Brest;;;vap.;1881_01_26;Veracruz;;
;;N/A: ;;;Ojinage;cap.;;;;;vap. eap. Ana de Sala, cap. Ojinage, tons. 1150,;;Ana de Sala;;;vap.;1881_01_27;;;
Día 21:;;N/A:  | N/A:  | N/A: ;;;Cooksey;cap.;;;;;-Panzacola y Cayo Hueso en 21 dias rap, am. Admiral. cap. Cooksey, tons. 508, trip. 26, en lantro, á;am.;Admiral;;;rap;1881_01_27;Panzacola y Cayo Hueso;;
;;N/A:  | N/A:  | N/A:  | N/A: ;;;York;cap.;;;;;ford, cap. Blake, toneladas 46, tripulacion 7, con pescado vivo, & M. Suarez. -Baltimore an 12 dias gol. amer. Mary L. Petere, capitan York, tons. 531, trip. 8, con carbon de piedra, al Banco del Comercio. -Baltimore on 15 dias barca amer. Lorena, cap. Blanchard, tons:46, trip. 10. con tonelería y carbon do piedra, & Lyles y Gulson.;amer.;Mary L. Petere;;;gol.;1881_01_28;Baltimore;;
Día 26:;;N/A:  | N/A:  | N/A: ;;;Echevarria;cap.;;;;;Liverpool y Santander en 26 dias, vap. esp. Catslan, cap. Echevarria, tons. 987, tilp. 31, con carga;esp.;Catslan;;;vap.;1881_01_29;Liverpool;;
Dia 29:;;N/A:  | N/A: ;;;Tenoira;cap.;;;;;Dia 29: -Manzanillo en 5 dias vap, esp. Guillermo, cap. Tenoira, ton. 352, trip. 29, en lastro, á D. Gonzalez Lopez. -Ponce en 7 dias berg. gol. do 3 palos cap. Nuovo Barreras, cap. F. Paz, ton. 220, trip. 8, con café, á A. Serpa.;esp.;Guillermo;;;vap.;1881_01_30;Manzanillo;;
Día 14:;;;;;Lawson;cap.;;;;;Hidalgo Compa - Baltimoro en 14 dias gol. amer. Laura, cap. Lawson.;amer.;Laura;;;gol.;1881_02_01;Baltimoro;;
;;N/A: ;;;Renault;cap.;;;;;cap. Renault, tons. 205, trip. e, con carbon do piedra,;;;;;;1881_02_01;;;
Día 4:;;N/A:  | N/A: ;;;Staples;cap.;;;;;M. Suarez. -New Orleans y Cayo Hueso en 4 dias vapor americabo Josephine, cap. Staples, tons. 1,282, trip. 31,;;Josephine;;;vapor;1881_02_01;New Orleans y Cayo Hueso;;
Día 23:;;;;;Ramon do;cap.;;;;;Trujillo (Honduras) en 23 dias vap. cap. Ramon do;;;;;vap.;1881_02_01;Trujillo (Honduras);;
;;N/A: ;;;Nuñez;cap.;;;;;Herrera, cap. Nuñez, tons. 766, trip, 41, con 669 re808 vacunas, & R. de Herrera.;;R. de Herrera;;;;1881_02_01;;;
;;N/A: ;;;Deaken;cap.;;;;;cap. Deaken, tons. 2,480, trip. 70, con efectos, á;;;;;tons.;1881_02_01;;;
Día 4:;;N/A:  | N/A: ;;;Sundborg;cap.;;;;;-New York on 4 dias vap. amor. Nowport, cap.Sundborg, tons. 2,735, trip. 62, con efectos, & Mc Kellar,;;amor. Nowport;;;vap.;1881_02_01;New York;;
Día 1:;;;;;;cap.;;;;;Dia 1? Do Indianola en 5 dias vap. aid. Wm. G. Hewes, cap.;aid.;Wm. G. Hewes;;;vap.;1881_02_02;Indianola;;
Día 6:;;N/A:  | N/A:  | N/A: ;;;Reynolds;cap.;;;;;Kellar, Luling y Cp. --Veracruz y escalas on 6 dias vap. amer. City of Moxico, cap. Reynolds, tons. 1,036, trip. 16, con efec;amer.;City of Moxico;;;vap.;1881_02_02;Veracruz;;
Día 19:;;N/A:  | N/A:  | N/A:  | N/A: ;;;Cooksey;cap.;;;;;Dia 19 De Panzacola y Cayo-Hueso en 24 dias vapor americano Admiral, cap. Cooksey, tons. 508, trip. 27, en lastre, á Lawton Hnos.-Pasajeroa 23.;americano;Admiral;;;vapor;1881_02_03;Panzacola y Cayo-Hueso;;
Día 3:;;;;;;cap.;;;;;Dia 3. De Montevideo en 61 dias bergantin gol. esp. Luisa, cap.;esp.;Luisa;;;bergantin;1881_02_04;Montevideo;;
Dia 4:;;N/A:  | N/A: ;;;Carter;cap.;;;;;Dia 4: Do Cayo Hueso en 1 dia vivero amer. Dauntless, capitan Diaz, ton. 37, trip. 7, con pescado vivo y en blelo, á M. Suarez.-Pags. 2. - St. John y Cárdenas en 20 dias gol. ing. Isaac Burpee, cap. Carter, ton. 180, trip. 6. con cortes de caja;ing.;Isaac Burpee;;;gol.;1881_02_05;Cayo Hueso;;
Día 5:;;N/A:  | N/A: ;;;Garola;cap.;;;;;Dia 5: De Santander en 60 dias barca cap. Castilla, cap, Garola, tons. 340, trip. 16, con barina, á la órden. - Yarmouth (N: E.) en 90 dias berg. ing. 9. N. Collymore, cap. Durkee, tons. 221, trip. 8. con efectos.;ing.;Castilla;;;barca;1881_02_06;Santander;;
Día 62:;;N/A:  | N/A:  | N/A:  | N/A:  | N/A: ;;;Tejada;cap.;;;;;-Bilbao en 62 dias berg esp. Felisa, cap. Tejada, toneladas 185, trip. 9, con efectos, á la órden, -Pascagoula en 3 dias gol. amer. H. Buddig, capitan;esp.;Felisa;;;berg;1881_02_06;Bilbao;;
;;N/A: ;;;Gay;cap.;;;;;cap. Gay, tons. 542, trip, 10, con carbon de pledra,;;;;;;1881_02_08;;;
Día 12:;;N/A:  | N/A: ;;;Chandles;cap.;;;;;Kellar, Luling y comp.-Pajs 58. _ New York en 12 dias berg. amer. Gipsey Queen, capitan Chandles, tons. 358, trip. 8, con maderas y carbon de piedra, á Lyles y Gilson.;amer.;Gipsey Queen;;;berg.;1881_02_08;New York;;
