arrival_date;arrival_date_calc;cargo_list;crew_number;forced_arrival;master_name;master_role;parsed_text;passenger_account;publication_day;quarantine;raw_text;ship_flag;ship_name;ship_tons_capacity;ship_tons_unit;ship_type;source_file;travel_departure_port;travel_duration_unit;travel_duration_value
Día null:;;N/A:  | N/A:  | N/A: ;;;Carbonell;p.;;;;;De Matanzas gol. Elvira, p. Carbonell: 140 boooyes Pzfcar, 39 pipas aguardiente y efectos.;;Elvira;;;gol.;1880_01_01;Matanzas;;
;;N/A: ;;;Visquerra;p.;;;;;De Cabañas gol, Paquita, p. Visquerra: 1000 sacos azucar.;;Paquita;;;gol;1880_01_01;Cabañas;;
;;N/A: ;;;Castell;p.;;;;;De Cárdenas gol. Anita, p. Castell: 250 bocoyes azúcar.;;Anita;;;gol.;1880_01_01;Cárdenas;;
;;N/A:  | N/A:  | N/A: ;;;Riobo;p.;;;;;De Carabiatas gol. Tres hermanas, p. Riobo, 050 a..y 70 onborns azúcar. 131 tercios tabaco y efectos.;;Tres hermanas;;;gol.;1880_01_03;Carabiatas;;
;;N/A: ;;;Roca;p.;;;;;De Teja gol Gallez, p. Roca, 800 siccs carbon.;;Gallez;;;gol;1880_01_03;Teja;;
;;N/A:  | N/A:  | N/A:  | N/A: ;;;Lopez;cap.;;;;;"De Cuba vap. Alicante cap. Lopez; 203 s. café 86 lercios tabaco, 2 o. 2 fardos cera v efectos.";;Alicante;;;vap.;1880_01_04;Cuba;;
;;N/A: ;;;Bonet;p.;;;;;De Matanzas g. Ignacita p. Bonet: 130 bocoyos ardcar.;;Ignacita;;;g.;1880_01_04;Matanzas;;
;;N/A: ;;;Gulnart;pat.;;;;;De la Teja goleta Júcaro pat.. Gulnart: 800 sacos carbon,;;Júcaro;;;goleta;1880_01_04;la Teja;;
;;N/A:  | N/A:  | N/A: ;;;Nuñoz;cap.;;;;;De Cuba vapor Ramon Herrera, cap. Nuñoz, 42 sacos cacao, 34 barriles aceite de coco y efectos;;Ramon Herrera;;;vapor;1880_01_06;Cuba;;
;;N/A:  | N/A: ;;;Valent;pat.;;;;;Da Cárdenas gol. Maria del Carmen, pat. Valent, 500 sacos y 80 bocoyes azúcar.;;Maria del Carmen;;;gol.;1880_01_06;Cárdenas;;
