arrival_date;arrival_date_calc;cargo_list;crew_number;forced_arrival;master_name;master_role;parsed_text;passenger_account;publication_day;quarantine;raw_text;ship_flag;ship_name;ship_tons_capacity;ship_tons_unit;ship_type;source_file;travel_departure_port;travel_duration_unit;travel_duration_value
Día 31:;;;;;Riestra;cap.;;;;;Dia 31: De Liverpool en 17 dias vap. esp. Carolina, cap. Riestra,;esp.;Carolina;;;vap.;1880_01_02;Liverpool;;
Día 4:;;N/A:  | N/A:  | N/A:  | N/A: ;;;Deaten;cap.;;;;;"Enoro 10 New York en 4 dlas rap. am. City of Alexandrin cap. Deaten, tone: 2180, trip. 63, con efectos, & Zaldo y C-Pasajores 46 para 6sta y 11 de tránsito para Méjico. ""aro Hueso on 1 dla viv. am. Dauntless, cap. Rassell, tons. 37, trip. 7, con pescado vivo, M. Suarcz.";am.;City of Alexandrin;;;rap.;1880_01_02;New York;;
Día 18:;;N/A:  | N/A: ;;;Martell;cap.;;;;;-Ra on 18 dias bg. ing. Elie E. Butler, cap. Martell, tons. 135, trip. 8, con bacalao y maderas, á Zaldo y C --Buenos Aires on 52 dias pol. esp. Lista, cap. Coll,;ing.;Elie E. Butler;;;bg.;1880_01_02;Ra;;
Día 38:;;N/A: ;;;;cap.;;;;;cap. Artigas, tons. 209, trip. 12, con tasajo, á Aiberti, Carbó y Cp. -Liverpool, Santander, Cuba y Cienfuegos en 38 dins;;Artigas;;;;1880_01_03;Liverpool;;
;;;;;Garro;cap.;;;;;vap. esp. Pedro, cap Garro, tons. 964, trip. 33, con;esp.;Pedro;;;vap.;1880_01_03;;;
;;N/A: ;;;Urratia;cap.;;;;;dias vap. esp. Emiliano, cap. Urratia, tons. 1550,;esp.;Emiliano;;;vap.;1880_01_03;;;
Día 7:;;N/A:  | N/A: ;;;Baker;cap.;;;;;trip. 45 con carga general, & L. Soler y Comp.-PaBajeros 3 - New Orleans y Cavo Hueso en 7 dias vap. americano Chase, cap. Baker, tons. 576, trip. 19, con efectos;americano;Chase;;;vap.;1880_01_03;New Orleans;;
Día 14:;;N/A: ;;;Eaton;cap.;;;;;-New-York en 14 dias goleta amer. Susan P. Thurlow, cap. Eaton, tons. 460, trip. 9, con maderas y;amer.;Susan P. Thurlow;;;goleta;1880_01_04;New-York;;
;;N/A: ;;;Kuñez;cap.;;;;;español Ramon de Herrera, cap. Kuñez, tons. 166,;;Ramon de Herrera;;;;1880_01_06;;;
;;N/A: ;;;Vazquez;cap.;;;;;Vega. cap. Vazquez, tons. 142, trip. 11, con cebollas,;;Vega;;;;1880_01_08;;;
;;N/A:  | N/A:  | N/A: ;;;Hanson;cap.;;;;;cap. Hanson, tons. 715, trip. 42, con efectos, & Barkbausen y Remmer-Pasajeros 3 para ésta y 7 de tránsito para Mélico.;;Barkbausen;;;bark;1880_01_08;;;
Día 57:;;N/A:  | N/A: ;;;Mengual;cap.;;;;;Dla: De Barcelona en 57 dias gol. esp. Pape Tono, cap. Mengual, tons. 244, trip. 19. con frutos, & Traité y Hnos.;esp.;Pape Tono;;;gol.;1880_01_10;Barcelona;;
Día 1:;;N/A:  | N/A:  | N/A:  | N/A: ;;;Vitzelio;cap.;;;;;Knight, cap. Mo Kay, tons: 298, trip. 22, con efsotos, 8 caballos y 25 mulos, & Lawton Hnos.-Pasajeros 14. _Sayo Hueso en 1 dia viv. am. Alaska, cap. Vitzelio, tons. 36, trip. 6, con pescado vivo, á M. Suaros.—;Alaska;Vitzelio;;;am.;1880_01_11;Sayo Hueso;;
Día 4:;;N/A:  | N/A: ;;;Mr. Plekoing;c.;;;;;Cann, tons. 435, trip. 11, con carbon de piedra á Lyles y Gilson. -Belize en 4 dias vap. de guerra americano Kearsarge, comandanto Mr. Plekoing, trip. 230. cañones 7.;americano;Kearsarge;;;vap.;1880_01_11;Belize;;
Dia 10:;;N/A:  | N/A:  | N/A: ;;;Peabody;cap.;;;;;Dia 10: De New York on 15 dias bca. am. Florella, cap. Peabody, tons. 838, trip. 12, con efectos, a Mc Kellar, Luling v Cp. -Halifax en 17 dias gol. ing. Lairg, cap. Barnos, toneladas 99. trip. 6, con bacalao y papas, & L. Mojarrieta y Cp.;am.;Florella;;;bca.;1880_01_13;New York;;
Día 58:;;N/A:  | N/A:  | N/A:  | N/A: ;;;Domenech;cap.;;;;;Montevideo en 58 dias berg. eap: Loreto, cap. Domenech, tons. 198, trip 14, con tasajo, á Alberis, Carbó y Cp.-Pasajeros 1.;;Loreto;;;berg.;1880_01_13;Montevideo;;
Día 56:;;N/A: ;;;Gunne2sen;cap.;;;;;-New Port en 56 dias bea. nor. Libarna, cap. Gunne2sen, tons. 480, trip, 12. con carbon de piedra, á;nor.;Libarna;;;bea.;1880_01_13;New Port;;
Día 3:;;;;;Wh-i;cap.;;;;;Nassan (N. P.) en 3 dias gol. ing. Resist, cap. Wh-i;ing.;Resist;;;gol.;1880_01_13;Nassan (N. P.);;
;;N/A: ;;;Grape;cap.;;;;;cap. Grape, tons. GOD, trip. 16, con carbon de piedra,;;GOD;;;;1880_01_13;;;
Día 19:;;N/A:  | N/A: ;;;Ojinaga;cap.;;;;;Santandor y la Coruña en 19 dias vapor correo extraordinario Giiod, cap. Ojinaga, tons. 1260, trip. 78,;;Giiod;;;vapor;1880_01_13;Santandor y la Coruña;;
;;N/A: ;;;Timmerman;cap.;;;;;cap. Timmerman, tons. 2618, trip. 56, con efectos, á;;;;;;1880_01_13;;;
Día 60:;;;;;Alvarez;cap.;;;;;-Sevilla on 60 dias berg. gol. esp. Pope, cap. Alvarez,;esp.;Pope;;;berg.;1880_01_14;Sevilla;;
Día 5:;;;;;;cap.;;;;;Dia 1k De New York en 5 dias vap. am. Santiago de Cuba, cap.;am.;Santiago de Cuba;;;vap.;1880_01_17;New York;;
Día 23:;;;;;Bord;cap.;;;;;- Pasaloros 705. --Cardiff en 23 dias vap. ing. Capri, cap. Bord, tons.;ing.;Capri;;;vap.;1880_01_18;Cardiff;;
Día 18:;;;;;Le Blano;cap.;;;;;Hno-Pgs. 6. -Boston en 18dias berg. ing. Zanoni, cap. Le Blano,;ing.;Zanoni;;;berg.;1880_01_20;Boston;;
Día 15:;;N/A:  | N/A:  | N/A:  | N/A: ;;;Leoke;cap.;;;;;"Kellar, Lulingy cp - Portland en 15 dias berg. am, Clara M. Goodrichcap. Leoke, tons ""93, trip. 9, con tonele ría y otros";am;Clara M. Goodrich;;;berg.;1880_01_20;Portland;;
Día ?4:;;N/A: ;;;Sundberg;cap.;;;;;New York en ?4 dias vapor am. Saratoga, cap. Sundberg, tons. 2126, trip. 63, con efectos, á Mo Kollar;am.;Saratoga;;;vapor;1880_01_20;New York;;
Dia 20:;;N/A: ;;;Sanborn;oap.;;;;;Dia 20: Do Nueva York en 10 días, berg. amer. Mary F. Kimball, oap. Sanborn, tons. 477, trip. 9, con bocoyes;amer.;Mary F. Kimball;;;berg.;1880_01_22;Nueva York;;
Dia 21:;;;;;Rita;cap.;;;;;Dia 21: De Liverpool on 20 dias vap. cap Rita, cap. Gartels,;;;;;vap.;1880_01_23;Liverpool;;
;;N/A:  | N/A:  | N/A:  | N/A: ;;;Yanes;cap.;;;;;-Canarias en 25 dias bea. esp. Maria Luisa, cap. Yanes, ton. 262, trip. 21, con frutos & A. Serpa.-Pasajorus 82. -Barcelona en 39 dias berg. eep. Triunfo, cap. Alsina, ton. 1 S. trip. 10, con frutos á Fabra y Ginerés.. _ Veracruz y Progreso en 4 dias vap. germ. Lotharingia, cap. Hansen. ton. 715, trip. 42, con efectos á;esp.;Maria Luisa;;;bea.;1880_01_23;Canarias;;
Día 1:;;N/A: ;;;CookFor;cap.;;;;;-Cayo Huoso en 1 dia vap. am. Admiral, cap. CookFor, ton. 60, ti ip. 34, con efectos á Lawton Hnos.;am.;Admiral;;;vap.;1880_01_23;Cayo Huoso;;
Día 105:;;N/A:  | N/A: ;;;Castellanes;cap.;;;;;-Alicante, Málaga y Matanzas en 105 dias berg. español Amparo, cap. Castellanes, tons. 207, trip. 9,;español;Amparo;;;berg.;1880_01_24;Alicante;;
Día 58:;;N/A:  | N/A:  | N/A: ;;;Castellanos;cap.;;;;;Montevideo en 58 dias berg. osp. Maria Rosa, capitan Castellanos, tons. 218, trip. 11, con taasjo, &;osp.;Maria Rosa;;;berg.;1880_01_24;Montevideo;;
Día 10:;;N/A:  | N/A: ;;;Sorensen;cap.;;;;;Cardiff out dias bca. nor. Rota, cap. Sorensen, toneladas 472, trip. 11, eon carbon de piedra. & M. Calvoy Comp. - Liverpool y Santander en 10 dias vap. esp Catalan,;esp.;Catalan;;;vap.;1880_01_27;Cardiff;;
;;N/A: ;;;;cap.;;;;;cap. Yn Sice, tons. 1874, trip. 50, con efectos, á;;Yn Sice;;;;1880_01_27;;;
Día 71:;;N/A:  | N/A: ;;;Rosell;cap.;;;;;-Montevideo y Matanzas en 71 dias borz. cap. Monarca, cap. Rosell, tons. 918, trip. 8, con tasajo, & J.;;Monarca;;;borz.;1880_01_27;Montevideo y Matanzas;;
;;N/A: ;;;Longs;cap.;;;;;dias vap. esp. Alava. cap. Longs, tons. 1257, trip. 46;esp.;Alava;;;vap.;1880_01_29;;;
;;;;;;cap.;;;;;cap. Orkney, tons. 197, trip. 12, en lastre, à la óró;;Orkney;;;;1880_01_31;;;
;;N/A: ;;;Doreste;cap.;;;;;Palmas, cap. Doreste. tons. 206, trip. 16, con frutos,;;;;;;1880_01_31;Palmas;;
;;N/A:  | N/A: ;;;Baker;cap.;;;;;cano Chiao, cap. Baker, tons. 576, trip. 19, con efectoe, & Lawton Hoos.-Passjs. 9.;;Chiao;;;cano;1880_02_03;;;
Día 6:;;N/A:  | N/A: ;;;Ottenson;cap.;;;;;-New-Orieaus y Cayo-Hueso en 6 dias vapor americano Margaret, cap. Ottenson, tons. 508, trip. 18,;americano;Margaret;;;vapor;1880_02_03;New-Orieaus y Cayo-Hueso;;
;;N/A: ;;;Battig;cap.;;;;;Morida, cap. Battig, tons. 1492, trip. 47, con efectos,;;;;;;1880_02_03;;;
Día 25:;;N/A:  | N/A: ;;;Santos;cap.;;;;;-Bilbao, Vigo y Pto. Rios, en 25 dias, vap, eap. Tercor Barreras, cap. Santos tons. 322 trip. 23, con ofectoa, á A. Serpa.-Pajs. 33. --Sevilla y Santiago de Cuba on 05 dias, berg. osp Paqr ta, cap. Orts, tons. 10, trip. 9, con frutos, & P.;eap.;Tercor Barreras;;;vap.;1880_02_04;Bilbao;;
Día 4:;;;;;;cap.;;;;;St. Thomas en 4 dias vap. germ. Lothar ngia, cap.;germ.;Lothar ngia;;;vap.;1880_02_05;St. Thomas;;
;;N/A:  | N/A: ;;;Nobez;cap.;;;;;Ramon de Herrera, cap. Nobez. tons. 760, trip. 47,;;Ramon de Herrera;;;;1880_02_05;;;
Día 4:;;N/A:  | N/A:  | N/A: ;;;Parker;cap.;;;;;Dia 4: De Yarmouth (N E.) en 20 dias berg. ing. Louise Coipel, cap. Parker, tons. 143, trip. 7, con bacalap y papas, & Lawton Hnos.;ing.;Louise Coipel;;;berg.;1880_02_06;Yarmouth;;
