arrival_date;arrival_date_calc;cargo_list;crew_number;forced_arrival;master_name;master_role;parsed_text;passenger_account;publication_day;quarantine;raw_text;ship_flag;ship_name;ship_tons_capacity;ship_tons_unit;ship_type;source_file;travel_departure_port;travel_duration_unit;travel_duration_value
;;N/A: ;;;Barrera;patron;;;;;"De Sierra Morena g. Segunda Ignacia patron Barrera; 1500 8. carbon.";;Segunda Ignacia;;;g.;1881_01_01;Sierra Morena;;
;;N/A: ;;;Pajés;pat.;;;;;De Sagua gol. Rosa, pat, Pajés, 1400, ancos carbon.;;Rosa;;;gol.;1881_01_04;Sagua;;
;;N/A:  | N/A:  | N/A: ;;;Pellicer;pat.;;;;;De Matanzas gol. Emilio, pat. Pellicer, 120 bocoyes do azúcar y 493 bariles papas y efectos..;;Emilio;;;gol.;1881_01_04;Matanzas;;
;;N/A:  | N/A:  | N/A: ;;;Colomar;pat.;;;;;Do Sagun gol. Antonia, pat. Colomar, 155 sacos harina, 180 ancos maiz, 63 pipas vino y efectos.;;Antonia;;;gol.;1881_01_04;Sagun;;
;;N/A: ;;;Dardoll;pat.;;;;;De Cárdenas nol. Rosita, pat. Dardoll. 160 pipas donguardiente.;;Rosita;;;nol.;1881_01_04;Cárdenas;;
;;N/A: ;;;Vizqnerra;pat.;;;;;De Cabañas gol. l'aquito, pat. Vizqnerra, 23,000 ladrillos.;;l'aquito;;;gol.;1881_01_04;Cabañas;;
;;N/A:  | N/A:  | N/A:  | N/A: ;;;Ponte;pat.;;;;;De Nuevitas gel. Emilia, pat. Ponte, 120 atravesafios, 200 caballos leña y 57 bultos cera y efectos.;;Emilia;;;gel.;1881_01_04;Nuevitas;;
;;N/A:  | N/A: ;;;Jofre;pať.;;;;;De la Teja gol. Dos Amigos, pať. Jofre, 380 atravesaños, beeoves'azúcar y efectos,;;Dos Amigos;;;gol.;1881_01_04;la Teja;;
;;N/A: ;;;Vich;pat.;;;;;De Cabañas gol. Nuestra Señora de la Caridad, pat Vich, 460 sacos azúcar,;;Nuestra Señora de la Caridad;;;gol.;1881_01_04;Cabañas;;
;;N/A:  | N/A:  | N/A:  | N/A: ;;;Rivas;pat.;;;;;De Nuevitas gol. Dichoss, pat, Rivas, 700 caballos de leña, 50 sacos carbon, 1000 tibisis y 52 ancos maiz,;;Dichoss;;;gol.;1881_01_04;Nuevitas;;
;;;;;Covas;pat.;;;;;De la Ortigosa gol. Dolorita, pat, Covas, con efectos,;;Dolorita;;;gol.;1881_01_04;Ortigosa;;
;;N/A: ;;;Torres;pat.;;;;;Do Mantua gol. Isabelita, pat. Torres, 800 Bacos cárbon.;;Isabelita;;;gol.;1881_01_04;Mantua;;
;;N/A:  | N/A: ;;;Portella;pat.;;;;;De Santa Maria gol. Neptuno, pat. Portella, 800 sacos carbou y 130 sacos cáscaras.;;Neptuno;;;gol.;1881_01_04;Santa Maria;;
;;N/A: ;;;Calvet;pat.;;;;;De idem gol. Francisca Gener, pat. Calvet, 800 sacos carbon.;;Francisca Gener;;;gol.;1881_01_04;idem;;
;;N/A:  | N/A:  | N/A: ;;;Subirat;patrón;;;;;De Moron goleta Paquete de Moron, patron Subirat: 500 caballos fona, 50 paquetes tablillas y efectos.;;Paquete de Moron;;;goleta;1881_01_05;Moron;;
;;N/A:  | N/A:  | N/A: ;;;Colomar;p.;;;;;"De Canasi gol. Sabas, p. Colomar; 30 bocoyes miel, 170 planchas hierro y efectos.";;Sabas;;;gol.;1881_01_06;Canasi;;
;;N/A: ;;;Cabaleiro;p.;;;;;De Carabatas gol. San Francisco, p. Cabaleiro: 1200 sacos carbon.;;San Francisco;;;gol.;1881_01_06;Carabatas;;
;;N/A:  | N/A: ;;;Lopez;p.;;;;;De Cabañas gol. Caballo Marine, p. Lopez: 24 pipas aguardiente y efectos.;;Caballo Marine;;;gol.;1881_01_06;Cabañas;;
;;N/A:  | N/A: ;;;Piñeуro;p.;;;;;De Caibarion gol. Estrella, p. Piñeуro: 200 piezas madera y efectos.;;Estrella;;;gol.;1881_01_06;Caibarion;;
;;N/A: ;;;Garriga;p.;;;;;De la Teja g. Luz de Yara, p. Garriga, 800 sacos car-. bon.;;Luz de Yara;;;g.;1881_01_08;la Teja;;
;;N/A: ;;;Lozano;p.;;;;;De Jaimanitas g. Jóven Salvador, p. Lozano, 7000 ladrillos.;;Jóven Salvador;;;g.;1881_01_08;Jaimanitas;;
;;N/A:  | N/A: ;;;Valent;oatron;;;;;De Cárdenas g. Maria nel Carmen, oatron Valent, 800 s. v 60 boooyen ashear y efectos.;;Maria nel Carmen;;;g.;1881_01_08;Cárdenas;;
;;N/A: ;;;Castell;patron;;;;;De Cárdenas g. Anita, patron Castell, 200 boooyes azivar.;;Anita;;;g.;1881_01_08;Cárdenas;;
;;;;;Aleman-en lastra;p.;;;;;De Cárdenas g. Almansa, p. Aleman-en lastra.;;Almansa;;;g.;1881_01_08;Cárdenas;;
