arrival_date;arrival_date_calc;cargo_list;crew_number;forced_arrival;master_name;master_role;parsed_text;passenger_account;publication_day;quarantine;raw_text;ship_flag;ship_name;ship_tons_capacity;ship_tons_unit;ship_type;source_file;travel_departure_port;travel_duration_unit;travel_duration_value
;;N/A: ;;;Sansón;cap.;;;;;-Segua, vapor Adela, cap. Sansón: con 28 tercios;;Adela;;;vapor;1894_01_03;;;
Día XX:;;N/A: ;;;Tió;pat.;;;;;-Cong jas, gol. Rosita, pat. Tió: con 800 sacos;;Rosita;;;gol.;1894_01_03;;;
;;N/A: ;;;Docal;pat.;;;;;-Bajas, gol. Carmita, pat. Docal: con 800 sacos;;Carmita;;;gol.;1894_01_03;;;
;;N/A:  | N/A:  | N/A: ;;;Mandilego;pat.;;;;;"-Cárdenas, gol. Clio, pat. Mandilego: con 280 barriles azúcar; 30 pipas aguardiente y efectos.";;Clio;;;gol.;1894_01_03;Cárdenas;;
Día :;;;;;Suárez;pat.;;;;;-Punta-Alegre, gol. Bella Catalina, pat. Suárez:;;Bella Catalina;;;gol.;1894_01_03;Punta-Alegre;;
Día :;;;;;Visquerra;pat.;;;;;-Jnimanitas, gol. Joven Pepilla, pat. Visquerra:;;Joven Pepilla;;;gol.;1894_01_03;Jnimanitas;;
;;;;;Enseñat;pat.;;;;;-Sierra Morena, gol. Emilia, pat. Enseñat: con;;Emilia;;;gol.;1894_01_03;Sierra Morena;;
;;N/A: ;;;Viñolas;cap.;;;;;-Nuevitas, vapor Mortera, cap. Viñolas: con 460;;Mortera;;;vapor;1894_01_05;Nuevitas;;
;;N/A: ;;;Estéban;pat.;;;;;-Tejas, gol. Vicenta, pat. Estéban: con 800 sacos;;Vicenta;;;gol.;1894_01_05;Tejas;;
;;;;;Barrera;pat.;;;;;-Santa Cruz, gol. Joven Manuel, pat. Barrera:;;Joven Manuel;;;gol.;1894_01_05;Santa Cruz;;
;;N/A: ;;;Berna-PuertoPadre;pat.;;;;;20 maiz. TIII con con -fanegas gol. Tres Hermanas, pat. Berna-PuertoPadre,;;Tres Hermanas;;;gol.;1894_01_05;;;
;;N/A:  | N/A: ;;;Cayuso;pat.;;;;;-Matanzas, gol. María, pat. Cayuso: con 40 bocoyes aguardiente y efectos.;;María;;;gol.;1894_01_05;Matanzas;;
Día 5:;;N/A: ;;;Enseñat;pat.;;;;;Día 5: De Sierra Morena, gol. Sofía, pat. Enseñat: con 50;;Sofía;;;gol.;1894_01_06;Sierra Morena;;
;;N/A: ;;;Ferrer;pat.;;;;;-Arroyos, gol. Isabel II, pat. Ferrer: con 600 sacos carbón.;;Isabel II;;;gol.;1894_01_06;Arroyos;;
;;;;;Fead;pat.;;;;;-Carahatas, gol. Tres Hermanas, pat. Fead: con;;Tres Hermanas;;;gol.;1894_01_06;Carahatas;;
;;N/A: ;;;Cuevas;pat.;;;;;-Cárdenas, gol. Angelita, pat. Cuevas: con 700;;Angelita;;;gol.;1894_01_06;Cárdenas;;
;;N/A: ;;;Sastre;pat.;;;;;-Mariel, gol. Altagracia, pat. Sastre: en lastre.;;Altagracia;;;gol.;1894_01_06;;;
Día 8:;;N/A: ;;;Real;cap.;;;;;Día 8: De Malas Aguas, vap. Tritón, cap. Real: con 900;;Tritón;;;vap.;1894_01_09;Malas Aguas;;
;;N/A: ;;;Ansuategui;cap.;;;;;-Caibarié, vap. Alava, cap. Ansuategui: con 893;;Alava;;;vap.;1894_01_09;Caibarié;;
;;N/A: ;;;Sanson;cap.;;;;;-Sagua, vap. Adela, cap. Sanson: con 150 pipas;;Adela;;;vap.;1894_01_09;Sagua;;
;;N/A: ;;;Román;pat.;;;;;-Mantua, gol. Lince, pat. Román: con 600 sacos;;Lince;;;gol.;1894_01_09;Mantua;;
Día 01:;;N/A:  | N/A: ;;;Mas;pat.;;;;;-Baracoa, gol. Anita, pat. Mas: 50,090 cocos, 30;;Anita;;;gol.;1894_01_09;Baracoa;;
;;N/A: ;;;More;pat.;;;;;-Nuevitas. lanchón Tinima, pat. More: con 404;;Tinima;;;lanchón;1894_01_09;Nuevitas;;
;;N/A: ;;;Pijaan;pat.;;;;;-Teja, gol. Castilla, pat Pijaan: con 1,000 sacos;;Castilla;;;gol.;1894_01_09;Teja;;
;;N/A: ;;;Pellicer;pat.;;;;;-Granadillo, gta. Pirigeo, pat. Pellicer: con 1800;;Pirigeo;;;gta.;1894_01_09;Granadillo;;
;;N/A: ;;;Jofre;pat.;;;;;-Sagua, gta. Candita, pat. Jofre: con 1000 sacos;;Candita;;;gta.;1894_01_09;Sagua;;
;;N/A: ;;;Orbay;pat.;;;;;-Muiata, Paque de Nuevitss, pat. Orbay: con 110;;Nuevitss;;;Paq.;1894_01_09;Muiata;;
