arrival_date;arrival_date_calc;cargo_list;crew_number;forced_arrival;master_name;master_role;parsed_text;passenger_account;publication_day;quarantine;raw_text;ship_flag;ship_name;ship_tons_capacity;ship_tons_unit;ship_type;source_file;travel_departure_port;travel_duration_unit;travel_duration_value
Día 4:;;N/A: ;;;Cartla;cap.;;;;;Compa. --Nueva York en 4 disa vap. amer. Baratoga, cap. Cartla, trip. 75, tons. 2,496, con carga general, a Mo Ke.;amer.;Baratoga;;;vap.;1882_01_06;Nueva York;;
;;N/A:  | N/A: ;;;Quigley;cap.;;;;;"Toop. cap. Quigley, trip. 1, tons. 510, ""oon toneleria, & Hidalgo y CP.";;Toop;;;;1882_01_06;;;
Día 4:;;;;;Hurbart;cap.;;;;;Veracruz en 4 dias vap. ing Solott, cap. Hurbart,;ing;Solott;;;vap.;1882_01_06;Veracruz;;
Día 6:;;N/A: ;;;Umalde;cap.;;;;;Dia 6: De Liverpool en 18 dias vsp. esp. Carolina, cap. Umalde, trip. 43, tons. 1350, con carga general, á Doulofeu;esp.;Carolina;;;vsp.;1882_01_07;Liverpool;;
Día 6:;;;;;;;;;;;De Veraerus y escalas en 6 días, vaper americase;;americase;;;vaper;1882_01_07;Veraerus;;
;;;;;Kemble;cap.;;;;;Knickerbocker. cap. Kemble, trip. 48, tons. 1642,;;Knickerbocker;;;;1882_01_07;;;
Día 70:;;;;;Almirante;cap.;;;;;Qualegoay (R. A.) en 70 dias berg. cap. Almirante,;;;;;berg.;1882_01_10;Qualegoay (R. A.);;
;;N/A:  | N/A: ;;;Serra;cap.;;;;;cap. Serra, trip. 10, tons. 178, con tanajo, & Carbó;;;;;;1882_01_10;;;
Día 4:;;N/A: ;;;Timmerman;cap.;;;;;-Nnova York on 4 dias vap. amer. City of Alexandifa, cap. Timmerman, trip. 38, ton. $400, con efeotos, Todd. Hidalgo y Cp;amer.;City of Alexandifa;;;vap.;1882_01_10;Nueva York;;
Día 11:;;;;;Colton;cap.;;;;;Dia 11. Da New Orleans y Cayo Hueso en dia del último punto, vap. am. Morgan. cap. Colton, trip.. 39, ton.;am.;Morgan;;;vap.;1882_01_12;New Orleans y Cayo Hueso;;
