arrival_date;arrival_date_calc;cargo_list;master_name;master_role;publication_day;raw_text;ship_flag;ship_name;ship_type;source_file;travel_departure_port
Día 30:;;N/A:  | N/A: ;Patter;cap.;;Día 30: De Pauzacola, en 3 días, gol. amer. Boniform, capitán Patter, trip. 7, tons. 148: con carbón, á Lawton y Hnos.;amer.;Boniform;gol.;1889_01_01;Pauzacola
Día 9:;;N/A:  | N/A: ;Coombs;cap.;;Newton, cap. Coombs, trip. 7, tons. 366: con petróleo y maderas. & L. V. Placé. -Nueva-York, en 9 días, berg. amer. John R. Ber;amer.;John R. Ber;berg.;1889_01_01;Nueva-York
;;N/A: ;Squire;cap.;;gen, cap. Squire, trip. 8, tons. 615: con carbón, &;;;gen;1889_01_01;
Día 12:;;N/A: ;Whittemore;cap.;;-Boston. en 12 días, gol. smer. John Proctos, capitán Whittemore, trip. 9, tons. 474: con carbón,;smer.;John Proctos;gol.;1889_01_01;Boston
Día 31:;;N/A:  | N/A: ;Baker;cap.;;Día 31: De Nueva-Orleans y escalas, en 4 días, vap. americano Hutchinson, cap. Baker, trip. 84, toneladas;americano;Hutchinson;vap.;1889_01_01;Nueva-Orleans
Día 5:;;N/A: ;Hansen;cap.;;-Nueva-York, en 5 días, vap. amer. City of Atlanta, cap. Hansen, trip. 40, tons. 1,154: con carga general, á Hidalgo y Comp.;amer.;City of Atlanta;vap.;1889_01_01;Nueva York
Día 6:;;N/A:  | N/A:  | N/A:  | N/A: ;Dahl;cap.;;-Filadelfia, en 6 fas, vap. norg. Kong Alf, capitán Dahl, trip. 20. tons. 580: con carbón, & Bridat, Mont' Ros y Comp.;norg.;Kong Alf;vap.;1889_01_02;Filadelfia
Día 10:;;N/A: ;Dyer;cap.;;Norfolk, en 10 días. gol. amer. Grace Davis, capitán Dyer, trip. 8, tons. 873: con carbón, á L.;amer.;Grace Davis;gol.;1889_01_02;Norfolk
;;N/A: ;Mc Kay;cap.;;Olivette, cap. Mc Kay, trip. 49, tons. 1,104: con;;Olivette;;1889_01_03;
;;N/A: ;Arano;cap.;;Arecibo, cap. Arano, trip. 31. tons. 1,107: con;;;;1889_01_03;Arecibo
Día 3:;;N/A:  | N/A: ;Reynolds;cap.;;-Veracruz, en 3 días, vap. amer. City of Washington, cap. Reynolds, trip. 74, tons, 1,650: con;amer.;City of Washington;vap.;1889_01_03;Veracruz
Día 3:;;N/A: ;Sensine;cap.;;-Veracraz, en 3 días, vap. franc. Chateau Margaux, cap. Sensine, trip. 89, tons. 3.108: con carga general, á Bridat, Mont' Ros y Comp.;franc.;Chateau Margaux;vap.;1889_01_03;Veracraz
Día 25:;;;Garteiz;cap.;;Liverpool v Santander, en 25 días, vap. esp. Pedro, cap. Garteiz, trip. 31, tons. 675: con carga;esp.;Pedro;vap.;1889_01_03;Liverpool
;;N/A: ;Bennis;cap.;;cap. Bennis, trip. 60, tons. 1,667: con carga general, & Hidalgo y Comp.;;;;1889_01_04;
Día 2:;;;Baker;cap.;;Día 2: Para Nueva-Orleans y escalas, vap. amer. Hutchinson, cap. Baker.;amer.;Hutchinson;vap.;1889_01_04;Nueva-Orleans
Día 3:;;;Sensine;cap.;;Día 3: Para Santander y escalas, vap. franc. Chateau Margaux, cap. Sensine.;franc.;Chateau Margaux;vap.;1889_01_04;Santander
;;;Reynolds;cap.;;Veracruz y escalas, vap. am. City of Washington, cap. Reynolds.;am.;City of Washington;vap.;1889_01_04;Veracruz
