arrival_date;arrival_date_calc;cargo_list;crew_number;forced_arrival;master_name;master_role;parsed_text;passenger_account;publication_day;quarantine;raw_text;ship_flag;ship_name;ship_tons_capacity;ship_tons_unit;ship_type;source_file;travel_departure_port;travel_duration_unit;travel_duration_value
Día 24:;;;;;escalas y Garteiz;cap.;;;;;tons. días, vap. esp. Fe574 Liverpool derico, cap. escalas, y Garteiz, en 24;esp.;Fe574;;;vap.;1890_01_01;Liverpool;;
;;N/A: ;;;Staples;cap.;;;;;Deulofeu, hijo y Comp.-A las 7.-Con carga general. 575 Nueva-Orleans y escalas, en , 5 tons. vapdías, 678, ame- . tripuricano Aransas, cap.  Staples lación 33, á Lawton Hno.-A las 7.-Con carga general.;;Aransas;;;vap;1890_01_01;Nueva-Orleans;;
Día 15:;;N/A:  | N/A:  | N/A: ;;;Lure;cap.;;;;;Nueva York, en 15 días, gol. amer. John L. 576 Treat, cap. Lure, tons. 477, trip. 7, á Luis V.;amer.;John L. 576 Treat;;;gol.;1890_01_01;Nueva York;;
;;;;;Smith;cap.;;;;;Morrison, cap. Smith, tons. 526, trip. 9, á Gabriel Sastre.-A las 12.;;;;;;1890_01_01;;;
Día 20:;;N/A:  | N/A:  | N/A: ;;;E. Grane(N. E.)Heusly;cap.;;;;;cap. , en 20 días, berg. ing. Bessie 578 Canning , E. Grane(N. E.)Heusly, tons. 184, trip. 7, á;ing.;Bessie;;;berg.;1890_01_03;;;
Día 7:;;N/A:  | N/A: ;;;Me Kay;cap.;;;;;ricano y Cayo-Hueso, en 7 horas, vap. ame580 Tampa Olivette, cap. Me Kay, tons. 1,104, tripulación 51. á Lawton y Hnos.-A las 7. 581 Port Williams, Perry,;ame580;Tampa Olivette;;;vap.;1890_01_03;ricano y Cayo-Hueso;;
Día 27:;;N/A: ;;;Coipel;cap.;;;;;Coipel, cap. en 27 días. 143, tons, berg. ing. 7, á R. trip. Louise;ing.;trip. Louise;;;berg.;1890_01_03;;;
;;;;;Colcord;cap.;;;;;Colcord, cap. Colcord, tons. 489, trip. 8, á Benito Menéndez.-A las 31. Kols caborty;;Colcord;;;;1890_01_03;;;
Día 11:;;N/A:  | N/A: ;;;Montgomery;cap.;;;;;Filade fia, en 11 días, gol. amer. Robert Mc 584 Farland, cap. Montgomery, tons. 609, trip. 9,;amer.;Robert Mc 584 Farland;;;gol.;1890_01_03;Filade fia;;
Día 6:;;N/A:  | N/A:  | N/A: ;;;Whittier;cap.;;;;;E. W. Adams y Comp.-A las 91. 586 Apalachicola, en 6 días, berg. amer. Ernestine, cap. Whittier. tons. 400, trip. 9, á Veláz-;amer.;Ernestine;;;berg.;1890_01_03;Apalachicola;;
;;N/A:  | N/A:  | N/A: ;;;Pierce;cap.;;;;;Columbia, cap. Pierce, tons. 1,285, trip. 40, á Hidalgo y Comp. A las 5.;;;;;;1890_01_04;Columbia;;
Día 57:;;N/A:  | N/A:  | N/A: ;;;Estrada;cap.;;;;;A las 8. 589 Buenos Aires, en 57 días, berg. esp. Temerario, cap. Estrada, tons. 190 , trip. 9, á Cano y;esp.;Temerario;;;berg.;1890_01_04;Buenos Aires;;
Día 28:;;N/A:  | N/A:  | N/A:  | N/A: ;;;Hahn;cap.;;;;;por alemán Havre y Mayagüez, en 28 días va592 Hamburgo, Flandria, cap. Hahn, tons. 1,533, trip. 34, á Falk Rohlsen y Cp.-A las 8, 593 Suntander y escalas en 15 dias vapor correo;;Flandria;;;vapor;1890_01_05;Havre y Mayagüez;;
;;N/A:  | N/A:  | N/A: ;;;San Emeterio;cap.;;;;;español  Reina María Cristina, cap. San Emeterio, tons. 2,631, trip. 162 á M. Calvo y Cp,lá las;;Reina María Cristina;;;;1890_01_05;;;
Día 31:;;N/A:  | N/A: ;;;Bishop;cap.;;;;;ton, cap. Serván, tons. 1,548, trip. 154, á Bridat, Mont' Ros y Comp.-A las 11 598 Cardiff, en 31 días, berg. gol. ing. John Hickman, cap. Bishop, tons. 1,210, trip. 19, á L. V. Placé. A las 5.;ing.;John Hickman;;;berg.;1890_01_07;Cardiff;;
Día 4:;;N/A: ;;;Baker;cap.;;;;;Nueva-Orleans y escalas, en 4 días, vap. ame599 N ricano Hutchinson, cap. Baker, tons. 909,;ame599;N ricano Hutchinson;;;vap.;1890_01_07;Nueva-Orleans;;
Día 33:;;N/A:  | N/A: ;;;Camerón;cap.;;;;;ricano y Cayo-Hueso,  601 Tampa Olivette, cap. Me en 7 horas, vap. ameKay, tons. 1,104, tripulación 30, á Lawton y Enos.--A las 8 602 Cardiff, en 33 días, berg ing. E. W. Gale, capitán Camerón, tons. 298, trip. 8, á L. Placé.;ing.;E. W. Gale;;;berg;1890_01_07;Cayo-Hueso;;
Día 6:;;N/A:  | N/A: ;;;Bengochea;cap.;;;;;Día 6: 603 Liverpool y escalas, on 21 dias, vap. esp. Emiliano, cap.  Bengochea, tons. 1,500, trip. 36, á Codes, Loychate y Comp.-A la 1.;esp.;Emiliano;;;vap.;1890_01_08;Liverpool;;
Día 14:;;N/A: ;;;López;cap.;;;;;Colón y escalas, en 14 días, vapor-correo es604 pañol Méndez Núñez, cap. López, tons. 1,626,;;Méndez Núñez;;;vapor-correo;1890_01_08;Colón;;
;;N/A:  | N/A:  | N/A: ;;;Cobb;cap.;;;;;Abbott, cap. Cobb, tons.  564, trip. 8, á Barrios;;;;;;1890_01_08;;;
Día 14:;;N/A:  | N/A:  | N/A: ;;;Lachiondo;cap.;;;;;Liverpool y escalas, en 14 días. vap. esp. Gui608 do, cap  Lachiondo , tons.  2,064, trip. 39, á;esp.;Gui608 do;;;vap.;1890_01_09;Liverpool;;
;;;;;Mc;cap.;;;;;lampa Olivette, cap. Mc en 7 horas, vap. ame610 ricano y Cayo-Hueso,;ame610;Olivette;;;vap.;1890_01_10;Cayo-Hueso;;
Día 50:;;N/A:  | N/A:  | N/A: ;;;Laudo;cap.;;;;;Marsella y Cárdens en 50 días barca italiana 617 Leopoldo, cap. Laudo,  tons. 718, trip. 10, á;italiana;Leopoldo;;;barca;1890_01_12;Marsella y Cárdens;;
Día 12:;;N/A:  | N/A: ;;;Reynolds;cap.;;;;;Día 12: 620 Nueva York, vap. americano City of Washinton, cap. Reynolds , tons. 1649, tripulantes 56,;americano;City of Washinton;;;vap.;1890_01_14;Nueva York;;
;;N/A:  | N/A:  | N/A: ;;;Guerricoechevarría;cap.;;;;;vap. esp. Palentino, cap . Guerricoechevarría, tons. 1456, trip. 31, á C. Blanch y Cp.-A las 61.;esp.;Palentino;;;vap.;1890_01_14;;;
Día 13:;;N/A:  | N/A:  | N/A: ;;;Staples;cap.;;;;;Día 13. 622 Nueva Orleans y escalas en 5 días vap. americano  Aransas, cap. Staples, tons. 678, trip. 33, á Lawton Hnos -A las 6.;americano;Aransas;;;vap.;1890_01_14;Nueva Orleans;;
Día 7:;;N/A:  | N/A:  | N/A: ;;;Mc Kay;cap.;;;;;Tampa y Cayo-Hueso, en 7 horas, vap. ame623 ricano Olivette, cap. Mc Kay, tons. 1,104, tripulación 46, á Lawton y Hnos.-A las 7. 624 Liverpool y;ame623;Olivette;;;vap.;1890_01_14;Tampa y Cayo-Hueso;;
Día 17:;;N/A:  | N/A:  | N/A: ;;;Aldarig;cap.;;;;;ñol CarolinaSantander en 17 días, vap. tri,  cap. Aldarig, tons. 1,350, espapulantes 38, á Deulofeu, hijo y Comp.-A la 7.;esp;tri;;;vap.;1890_01_14;CarolinaSantander;;
;;;;;Smith;cap.;;;;;cap. Smith, tons. 1052, trip. 21, á L. V. Placé.;;;;;;1890_01_15;;;
Día 33:;;;;;Killen;cap.;;;;;E.) en 33 días gta. americana 628 Bear River (N. cap. Killen, tons. 360, trip. 8,;americana;Bear River;;;gta.;1890_01_15;;;
Día 35:;;;;;Cavalsen;cap.;;;;;Barcelona, , tons. dias berg. . esp.  629 cap . Cavalsen 35;esp.;;;;berg.;1890_01_16;Barcelona;;
Día 15:;;N/A:  | N/A:  | N/A:  | N/A: ;;;Hanlon;cap.;;;;;Día 15: 631 Tampa y Cayo-Hueso, en 7 horas, vapor americano Mascotte, cap. Hanlon, tons. 520, tripulación 38, á Lawton Hno.-A las 6. 632 Sagua y Cárdenas, en 10 horas vapor americano City of Atlanta, cap. Leighton, tons. 1,154,;americano;Mascotte;;;vapor;1890_01_16;Tampa y Cayo-Hueso;;
;;N/A:  | N/A: ;;;Larrinaga;cap.;;;;;Niceto, cap. Larrinaga, tons. 1,822, trip. 38, á;;;;;;1890_01_16;;;
;;N/A:  | N/A:  | N/A: ;;;Carmona;cap.;;;;;Condal, cap. Carmona, tons. 1,616, trip. 78, & M. Calvo y Cp.-A las 7;;Condal;;;;1890_01_16;;;
Día 15:;;N/A:  | N/A: ;;;Peirol;cap.;;;;;Cádiz y escalas, en 15 días vapor-correo espa635 ñol Montevideo, cap. Peirol, tons. 5,296, trip.;español;Montevideo;;;vapor-correo;1890_01_16;Cádiz;;
Día 4:;;N/A:  | N/A:  | N/A: ;;;Resalt;cap.;;;;;á Sobrinos de Herrera.-A las 9. 637 Veracruz y escalas. en 4 días vapor esp. Vizcaya, cap. Resalt, tons. 1,568, trip. 77, á M.;esp.;Vizcaya;;;vapor;1890_01_16;Veracruz;;
;;;;;Bargiliat;cap.;;;;;cap. Bargiliat, tons. 1932, trip. 155, á Bridat,;;;;;;1890_01_16;;;
Día 15:;;N/A:  | N/A: ;;;Killard;cap.;;;;;Día 15: 639 Filadelfia, en 15 die. gol. am. Alicia B. Crosby, cap. Killard. tons . 1,064, trip. 73, á Gabriel Sastre-A las 8 640 Nueva York er i días, vapor amer. Séneca,;am.;Alicia B. Crosby;;;gol.;1890_01_17;Filadelfia;;
;;;;;Stevens;cap.;;;;;cap. Stevens , tons. 1,911, trip. 46, á Hidalgo y Comp. A las 7 do la noche.;;;;;;1890_01_17;;;
;;;;;Barnard;cap.;;;;;cap. Barnard,  tons. 1,290, trip. 23, á L. V.;;;;;;1890_01_18;;;
Día 4:;;N/A:  | N/A: ;;;Hausen;cap.;;;;;ricano  y Cayo-Hueso, en 7  647 Tampa Olivette, cap. Mc Kayhoras, vap. ame, tons. 1,104, tripulación 46, á Lawton y Hnos.-A las 6. 648 Veracruz y escalas, en 4 días, vapor americano Niágara, cap. Hausen, tons. 1,667, trip. 67,;ame;Niágara;;;vapor;1890_01_19;Cayo-Hueso;;
;;;;;Erickson;cap.;;;;;cap. Erickson,  tons. 795, trip. 12, á Luis V.;;;;;;1890_01_19;;;
Día 8:;;N/A:  | N/A: ;;;Clark;cap.;;;;;Pensacola, en 8 días, gol. amer. J. S. Wins651 lon, cap. Clark, tons. 865, trip. 9, á L. V. Placé A las 124 652 Mobila, en 7 días, gol. amer. Lucía Porter, capitán Gundel, tons. 315, trip. 7, á R. P. Santa;amer.;J. S. Wins651 lon;;;gol.;1890_01_19;Pensacola;;
;;;;;Hanlon;cap.;;;;;y Cayo-, cap. Hanlon, tons. 520, tripulación 38, á Lawton Hno.-A las 6. 657 Barcelona y escalas, Abrisqueta, tonsespañol;español;Abrisqueta;;;;1890_01_21;Barcelona;;
Día 19:;;N/A: ;;;Bonard;cap.;;;;;trip. 53, á Codes, Loychate y Comp.-A las 7 658 Havre y escalas, en 19 días, vapor franc. Versailles, cap. Bonard, tons. 2,217, trip. 136, E;franc.;Versailles;;;vapor;1890_01_21;Havre;;
Día 52:;;N/A: ;;;Pou;cap.;;;;;Bridat, Mont' Ros y Comp.-A las 7. 659 Concordia, (Montovideo) en 52 días, barca española  María, cap. Pou, tons. 426, trip. 12, E N. Gelats y Comp.-A las 12. Consignatarios: 359,326 kilógramos carne de tasajo;española;María;;;barca;1890_01_21;Montovideo;;
Día 10:;;N/A:  | N/A:  | N/A: ;;;Heagon;cap.;;;;;Comp-A las 2. 661 Filadelfia, en 10 días, gol. amer. Herald, capitán Heagon, tons. 474, trip. 8, á G. Sastre.-A las 3.;amer.;Herald;;;gol.;1890_01_22;Filadelfia;;
;;;;;Hollana;cap.;;;;;cap. Hollana, tons. 397, trip . 9, á Gabriel;;;;;tons.;1890_01_22;;;
Día 9:;;N/A:  | N/A:  | N/A:  | N/A:  | N/A: ;;;Stevens;cap.;;;;;Ritter, cap.  Peterson, tons. 611, trip. 9, á Barrios y Comp.-A las 12. 665 Matanzas, en 6 horas, vap. amer. Séneca, capitán Stevens, tons.  1,911, trip. 46, & Hidalgo;amer.;Séneca;;;vap.;1890_01_22;Matanzas;;
Día 4:;;N/A:  | N/A: ;;;Mc eu;cap.;;;;;Tampa Olivette, Hueso, Kayhoras, vap. tri666 ricano y Cayo-cap. Mc eu 7 , tons, 1,104, amepulación 46. & Lawton y Hnos.-A las 7. 667 Veracruz, en 4 días, vapor alemán Flandria,;alemán;Flandria;;;vapor;1890_01_23;Veracruz;;
Día 12:;;;;;Trust;cap.;;;;;cap. Hahn,  tons. 1,553, trip. 35, á Falk, Rholsen y Comp.-A las 7-De tránsito. 668 Baltimore, en 12 días, gol. amer Chas L. Mitchell. cap. Trust,  tons. 561, trip. 10, á la Compañía de Vapores de Regla.;amer;Chas L. Mitchell;;;gol.;1890_01_23;Baltimore;;
;;;;;Blay;cap.;;;;;cap. Blay, tons. 725, trip. 10, á L. V. Placé. A las 4.;;;;;;1890_01_24;;;
;;N/A:  | N/A:  | N/A: ;;;Pierce;cap.;;;;;Columbia, cap. Pierce, tons. 1,285, trip. 40, á;;;;;;1890_01_24;Columbia;;
Día 9:;;;;;Rice;cap.;;;;;cap. Rice, tons. 9 días, bea.;;;;;bea.;1890_01_24;;;
;;N/A:  | N/A:  | N/A: ;;;Rogas;cap.;;;;;Schull, cap. Rogas, tons. 840, trig 9, á L. V.;;;;;;1890_01_25;Schull;;
;;N/A: ;;;Izaguirre;cap.;;;;;español Veracruz, cap. Izaguirre, tons. 2,749,;;;;;;1890_01_25;Veracruz;;
Día 25:;;N/A:  | N/A:  | N/A:  | N/A:  | N/A:  | N/A: ;;;Reynolds;cap.;;;;;Día 25: 676 Veracruz y escalas, en 4 días, vapor americano City of Washington, cap. Reynolds, toneladas 1,619, trip. 66, á Hidalgo y Comp.-A las 6. 677 Tampa Mascottey Cayo-Hueso, en 7 horas, vapor americano , cap. Hanlon, tens. 520, tripulación 88, á Lawton Hno.-A las 7. 678 Hamburgo y escalas, en 22 días, vap. esp. Enrique, cap. Larrauri, tons. 1,571, trip. 38, á;americano;City of Washington;;;vapor;1890_01_26;Veracruz;;
Día 23:;;N/A:  | N/A: ;;;Beotegui;cap.;;;;;en 23 días vap. esp. Cádiz, 681 Liverpooly escalas, tons. 1,754, trip. 38, á Cocapitán  Beotegui,  des, Loychate y Comp.-A las 8.;esp.;;;;vap.;1890_01_28;Cádiz;;
;;N/A:  | N/A:  | N/A: ;;;Curtis;cap.;;;;;"cap. Curtis, tons. 2;332 , trip. 73, & Hidalgo y";;;;;;1890_01_28;;;
