arrival_date;arrival_date_calc;cargo_list;crew_number;forced_arrival;master_name;master_role;parsed_text;passenger_account;publication_day;quarantine;raw_text;ship_flag;ship_name;ship_tons_capacity;ship_tons_unit;ship_type;source_file;travel_departure_port;travel_duration_unit;travel_duration_value
Día null:;null;N/A:  | N/A: ;;;Mayans;pat.;;;null;;De Mantua gol. Anuta pat. Mayans, con 392 tercios de tabaco, 20 % de cera.;;Anuta;;;gol.;1852_01_01;Mantua;;
;;N/A: ;;;Casull;pat.;;;;;De los Perros gol. Juanita, pat. Casull con 299 tercios de tabaco.;;Juanita;;;gol.;1852_01_01;los Perros;;
;;N/A: ;;;González;pat.;;;;;De Jaruco gol. Cuatro kilos, pat. González, con 45 bocoyes de miel.;;Cuatro kilos;;;gol.;1852_01_03;Jaruco;;
;;N/A: ;;;Torres;pat.;;;;;De Jaruco gol. 1 ligera, pat. Torres, con 30 bocoyes de miel,;;1 ligera;;;gol.;1852_01_03;Jaruco;;
;;N/A: ;;;Pachon;pat.;;;;;De Guanaco gol. Feliz, pat. Pachon, con 400 tercios de taba;;Feliz;;;gol.;1852_01_03;Guanaco;;
;;N/A: ;;;Sánchez;pat.;;;;;De Cárdenas gol Joven Carlota, pat. Sánchez, con 169 ca-;;Joven Carlota;;;gol;1852_01_04;Cárdenas;;
;;;;;Pastoriza;pat.;;;;;"De Sierra-Morona gol. Los Antonios, pat. Pastoriza; con";;Los Antonios;;;gol.;1852_01_06;Sierra-Morona;;
;;N/A: ;;;González;pat.;;;;;De Caboñas gol. Juanita, pat. González, con 91 tercios de;;Juanita;;;gol.;1852_01_06;Caboñas;;
;;N/A: ;;;García;pat.;;;;;De Santa Cruz gol. Lina y Silvia, pat. García, con 85 bo-;;Lina y Silvia;;;gol.;1852_01_06;Santa Cruz;;
;;N/A:  | N/A: ;;;Rodríguez;pat.;;;;;Del Maríel gol. Justa, pat. Rodríguez, con 13 cajas de azúcar, 18 pipas de aguardiente.;;Justa;;;gol.;1852_01_08;Maríel;;
;;N/A: ;;;Marrero;pat.;;;;;De Jarnao gol. reserva, pat. Marrero, con 49 bocoyes de miel.;;reserva;;;gol.;1852_01_08;Jarnao;;
;;N/A: ;;;Sanchez;pat.;;;;;De Bahía-Honda gol. Caruana, pat. Sanchez, con 56 pipas de aguardiente.;;Caruana;;;gol.;1852_01_08;Bahía-Honda;;
;;N/A: ;;;González;pat.;;;;;De Sierra-Morena gol. Seis Manuales, pat. González, con 18 bocoyes de miel.;;Seis Manuales;;;gol.;1852_01_08;Sierra-Morena;;
;;N/A: ;;;Camuera;pat.;;;;;Del Júcar gol. Prudencia, pat. Camuera, con 44 bocoyes de miel.;;Prudencia;;;gol.;1852_01_08;Júcar;;
;;N/A:  | N/A: ;;;Martínez;pat.;;;;;Del Júcar gol. Lucina, pat. Martínez, con 660 cajas de azúcar, 8 pipas de aguardiente.;;Lucina;;;gol.;1852_01_08;Júcar;;
;;N/A: ;;;Langer;pat.;;;;;De Cárdenas gol. Victoria, pat. Langer, con 350 cajas de;;Victoria;;;gol.;1852_01_10;Cárdenas;;
;;N/A: ;;;García;pat.;;;;;De Sierra Morena gol. Dos Amigos, pat. García, con 95 ca-;;Dos Amigos;;;gol.;1852_01_10;Sierra Morena;;
;;N/A: ;;;Vidal;pat.;;;;;De Cárdenas gol. Mercedita, pat. Vidal, con 150 cajas de;;Mercedita;;;gol.;1852_01_10;Cárdenas;;
;;N/A: ;;;Concepion;pat.;;;;;De Sagua la Grande gol. Eugenia, pat. Concepion, con 1;;Eugenia;;;gol.;1852_01_11;Sagua la Grande;;
;;N/A: ;;;Gonzales;pat.;;;;;Del Maríol gol. Altgracia, pat. Gonzales, con 160 cajas de;;Altgracia;;;gol.;1852_01_11;Maríol;;
;;N/A: ;;;Fernández;pat.;;;;;De la Ortigosa goleta Bonifacia, pat. Fernández, con 19 pipas de aguardiente,;;Bonifacia;;;goleta;1852_01_13;Ortigosa;;
